last_energy,proposed_energy
-223340.4802485715,-223340.3801782022
-223340.4802485715,-223339.9924564482
-223340.4802485715,-223340.5807334048
-223340.5807334048,-223339.9053385046
-223340.5807334048,-223340.0278100169
-223340.5807334048,-223339.9450522943
-223340.5807334048,-223340.2392746835
-223340.5807334048,-223340.0462921608
-223340.5807334048,-223340.4485492898
-223340.5807334048,-223340.5725801382
-223340.5725801382,-223340.3346504752
-223340.5725801382,-223340.2385138357
-223340.5725801382,-223339.8164598394
-223340.5725801382,-223339.8961557100
-223340.5725801382,-223339.9082982677
-223340.5725801382,-223340.1202068906
-223340.5725801382,-223339.9748817876
-223340.5725801382,-223340.7382734196
-223340.7382734196,-223340.5715747675
-223340.7382734196,-223340.5984883107
-223340.7382734196,-223340.2335570859
-223340.7382734196,-223340.3338722815
-223340.7382734196,-223339.8532339236
-223340.7382734196,-223340.4427297314
-223340.7382734196,-223340.5377356578
-223340.7382734196,-223340.6707948058
-223340.7382734196,-223340.0672207656
-223340.7382734196,-223340.5484339229
-223340.7382734196,-223340.5559979494
-223340.7382734196,-223340.8057865272
-223340.8057865272,-223340.2980949296
-223340.8057865272,-223340.0385376121
-223340.8057865272,-223339.8759839587
-223340.8057865272,-223340.4268923758
-223340.8057865272,-223340.8513320447
-223340.8513320447,-223340.4913002468
-223340.8513320447,-223340.8528542549
-223340.8528542549,-223340.2941021383
-223340.8528542549,-223340.0457961108
-223340.8528542549,-223340.6753357492
-223340.8528542549,-223340.7039175575
-223340.8528542549,-223340.2502930626
-223340.8528542549,-223340.2458375630
-223340.8528542549,-223340.4318037895
-223340.8528542549,-223340.0200744688
-223340.8528542549,-223340.8144792580
-223340.8528542549,-223340.7980613006
-223340.8528542549,-223340.4180914313
-223340.8528542549,-223340.2095975280
-223340.8528542549,-223340.3912814207
-223340.8528542549,-223340.5774306415
-223340.8528542549,-223340.7489302732
-223340.8528542549,-223340.4026103230
-223340.8528542549,-223340.7378441594
-223340.8528542549,-223340.8014403580
-223340.8528542549,-223340.7312627058
-223340.8528542549,-223340.3282087466
-223340.8528542549,-223340.4838214263
-223340.8528542549,-223340.7382888360
-223340.8528542549,-223340.4738570181
-223340.8528542549,-223340.5596377426
-223340.8528542549,-223339.9052304326
-223340.8528542549,-223340.5677145433
-223340.8528542549,-223340.2023212517
-223340.8528542549,-223339.9892237187
-223340.8528542549,-223340.8536067868
-223340.8536067868,-223340.5288188830
-223340.8536067868,-223340.3139342450
-223340.8536067868,-223340.4004837754
-223340.8536067868,-223340.0857263730
-223340.8536067868,-223340.1394229385
-223340.8536067868,-223340.5413404810
-223340.8536067868,-223340.7977576634
-223340.7977576634,-223340.1777644114
-223340.7977576634,-223340.2720080996
-223340.7977576634,-223340.1650270887
-223340.7977576634,-223340.5828053483
-223340.7977576634,-223340.1376038871
-223340.7977576634,-223340.1914815125
-223340.7977576634,-223340.4116593252
-223340.7977576634,-223340.9281994269
-223340.9281994269,-223340.7063049801
-223340.9281994269,-223340.6880541774
-223340.9281994269,-223340.1852918844
-223340.9281994269,-223340.3299224602
-223340.9281994269,-223340.8006551299
-223340.9281994269,-223340.7342171826
-223340.9281994269,-223340.6961651237
-223340.9281994269,-223340.1554446021
-223340.9281994269,-223340.1809637913
-223340.9281994269,-223341.1077069345
-223341.1077069345,-223340.9687558373
-223341.1077069345,-223341.1742639352
-223341.1742639352,-223340.6259818882
-223341.1742639352,-223341.2501970441
-223341.2501970441,-223340.4453949249
-223341.2501970441,-223340.7805618533
-223341.2501970441,-223340.3374977077
-223341.2501970441,-223340.9856304505
-223341.2501970441,-223340.7815017181
-223341.2501970441,-223340.9681884200
-223341.2501970441,-223340.7631842907
-223341.2501970441,-223340.8982784035
-223341.2501970441,-223340.8596123632
-223341.2501970441,-223340.7643634081
-223341.2501970441,-223340.5855872462
-223341.2501970441,-223340.7083552760
-223341.2501970441,-223340.5508863442
-223341.2501970441,-223340.5191497652
-223341.2501970441,-223340.6190451534
-223341.2501970441,-223340.8691127955
-223341.2501970441,-223340.5940208198
-223341.2501970441,-223340.7321993285
-223341.2501970441,-223340.6606583191
-223341.2501970441,-223340.7749181423
-223341.2501970441,-223340.7516184102
-223341.2501970441,-223341.2694694817
-223341.2694694817,-223341.1064441175
-223341.1064441175,-223340.8115799097
-223341.1064441175,-223341.0328154575
-223341.1064441175,-223340.6911092021
-223341.1064441175,-223340.7703413160
-223341.1064441175,-223341.1923307745
-223341.1923307745,-223340.6782135296
-223341.1923307745,-223341.2896622646
-223341.2896622646,-223341.1545127187
-223341.2896622646,-223340.8514635690
-223341.2896622646,-223340.8392739197
-223341.2896622646,-223341.3276981694
-223341.3276981694,-223340.8440647530
-223341.3276981694,-223341.2279273791
-223341.3276981694,-223341.0066340324
-223341.3276981694,-223340.8195233115
-223341.3276981694,-223341.1384031780
-223341.3276981694,-223341.3640948976
-223341.3640948976,-223341.1213793052
-223341.3640948976,-223341.4540373547
-223341.4540373547,-223341.1912015982
-223341.4540373547,-223340.7729463836
-223341.4540373547,-223341.3724891516
-223341.4540373547,-223340.8089348050
-223341.4540373547,-223341.1132189070
-223341.4540373547,-223341.3535270911
-223341.4540373547,-223341.3074983854
-223341.4540373547,-223340.6752786137
-223341.4540373547,-223341.0912019081
-223341.4540373547,-223341.0945528065
-223341.4540373547,-223341.4730595998
-223341.4730595998,-223341.1883939853
-223341.4730595998,-223341.2648909287
-223341.4730595998,-223340.9234850687
-223341.4730595998,-223341.4383570530
-223341.4730595998,-223340.6554416903
-223341.4730595998,-223341.9115217425
-223341.9115217425,-223341.4581306556
-223341.9115217425,-223341.8068510006
-223341.9115217425,-223341.3795052173
-223341.9115217425,-223341.9720803048
-223341.9720803048,-223341.6265443941
-223341.9720803048,-223341.3920310390
-223341.9720803048,-223341.7591649062
-223341.9720803048,-223341.3762515679
-223341.9720803048,-223341.0694153085
-223341.9720803048,-223341.7282865139
-223341.9720803048,-223341.6597303687
-223341.9720803048,-223341.7322792459
-223341.9720803048,-223341.4658801869
-223341.9720803048,-223341.8732233327
-223341.9720803048,-223341.7508010868
-223341.9720803048,-223341.8187486392
-223341.9720803048,-223341.7196839507
-223341.9720803048,-223342.0635153488
-223342.0635153488,-223341.7730575300
-223342.0635153488,-223342.2270655615
-223342.2270655615,-223342.1891589143
-223342.1891589143,-223341.7321437952
-223342.1891589143,-223341.1965848581
-223342.1891589143,-223342.1197469609
-223342.1891589143,-223341.3638095674
-223342.1891589143,-223341.2725344773
-223342.1891589143,-223342.2071245841
-223342.2071245841,-223342.1688612383
-223342.2071245841,-223342.0204548585
-223342.2071245841,-223341.3374615626
-223342.2071245841,-223342.3645372986
-223342.3645372986,-223341.9042284629
-223342.3645372986,-223342.0809887338
-223342.3645372986,-223342.0246515830
-223342.3645372986,-223342.2808230220
-223342.3645372986,-223341.6102977225
-223342.3645372986,-223342.0456066749
-223342.3645372986,-223341.9589611366
-223342.3645372986,-223341.4281904250
-223342.3645372986,-223341.7837538715
-223342.3645372986,-223341.4777238889
-223342.3645372986,-223342.2245398822
-223342.3645372986,-223341.7366972821
-223342.3645372986,-223342.4128217960
-223342.4128217960,-223341.7212119409
-223342.4128217960,-223341.6737480615
-223342.4128217960,-223342.3100803936
-223342.4128217960,-223341.7060958174
-223342.4128217960,-223341.7342530403
-223342.4128217960,-223341.6863223886
-223342.4128217960,-223342.3196521106
-223342.4128217960,-223342.2465723267
-223342.4128217960,-223342.6145640329
-223342.6145640329,-223342.6858537184
-223342.6858537184,-223342.1881621777
-223342.6858537184,-223341.7401872366
-223342.6858537184,-223341.9509819059
-223342.6858537184,-223342.0940996903
-223342.6858537184,-223342.2343144289
-223342.6858537184,-223341.9592854795
-223342.6858537184,-223342.2532842585
-223342.6858537184,-223342.3269148404
-223342.6858537184,-223342.5770154050
-223342.6858537184,-223342.0789547560
-223342.6858537184,-223342.3893936844
-223342.6858537184,-223342.1780025347
-223342.6858537184,-223342.1506073159
-223342.6858537184,-223341.9771096145
-223342.6858537184,-223342.1716401184
-223342.6858537184,-223342.8373868049
-223342.8373868049,-223342.7191120916
-223342.8373868049,-223342.1692018297
-223342.8373868049,-223342.5469952235
-223342.8373868049,-223342.9711819961
-223342.9711819961,-223342.4614486778
-223342.9711819961,-223342.0499054247
-223342.9711819961,-223342.5171375662
-223342.9711819961,-223342.7397242989
-223342.9711819961,-223342.5940001191
-223342.9711819961,-223343.0851862828
-223343.0851862828,-223342.6752296229
-223343.0851862828,-223342.4309608923
-223343.0851862828,-223343.2297640176
-223343.2297640176,-223343.1907427375
-223343.2297640176,-223343.0466798555
-223343.2297640176,-223342.9031802484
-223343.2297640176,-223342.8125022285
-223343.2297640176,-223343.0950088292
-223343.2297640176,-223343.2958840319
-223343.2958840319,-223343.2457167332
-223343.2958840319,-223342.9681601429
-223343.2958840319,-223342.9969357555
-223343.2958840319,-223342.6149641278
-223343.2958840319,-223342.6011733494
-223343.2958840319,-223342.7753543527
-223343.2958840319,-223343.1020956360
-223343.2958840319,-223342.5910611274
-223343.2958840319,-223343.3129662027
-223343.3129662027,-223343.0134015242
-223343.3129662027,-223343.5343044196
-223343.5343044196,-223343.1146354589
-223343.5343044196,-223342.6473460523
-223343.5343044196,-223342.6894184208
-223343.5343044196,-223343.2077353758
-223343.5343044196,-223343.0280314030
-223343.5343044196,-223342.9818062256
-223343.5343044196,-223342.9122280340
-223343.5343044196,-223343.5480633652
-223343.5480633652,-223343.8667900855
-223343.8667900855,-223343.4628711242
-223343.8667900855,-223343.1468079052
-223343.8667900855,-223343.3044235145
-223343.8667900855,-223343.6779530388
-223343.8667900855,-223343.3020071219
-223343.8667900855,-223343.9861043030
-223343.9861043030,-223344.0943837784
-223344.0943837784,-223343.9398091496
-223344.0943837784,-223343.6535069219
-223344.0943837784,-223343.4738384520
-223344.0943837784,-223343.5807670875
-223344.0943837784,-223343.9693525720
-223344.0943837784,-223343.8438859213
-223344.0943837784,-223343.7805348260
-223344.0943837784,-223343.6854953787
-223344.0943837784,-223343.4529843253
-223344.0943837784,-223343.8667404250
-223344.0943837784,-223343.8773023860
-223344.0943837784,-223343.4350220650
-223344.0943837784,-223344.1120243893
-223344.1120243893,-223343.7372019297
-223344.1120243893,-223343.5389203102
-223344.1120243893,-223343.5591971472
-223344.1120243893,-223343.6119161484
-223344.1120243893,-223343.7910378216
-223344.1120243893,-223343.9161171552
-223344.1120243893,-223343.8848170639
-223344.1120243893,-223343.7327106043
-223344.1120243893,-223343.6168236196
-223344.1120243893,-223343.4402420970
-223344.1120243893,-223343.4783936737
-223344.1120243893,-223343.6131699469
-223344.1120243893,-223343.5779223927
-223344.1120243893,-223343.8134292886
-223344.1120243893,-223343.6577173734
-223344.1120243893,-223343.3120006477
-223344.1120243893,-223343.3336856412
-223344.1120243893,-223343.7503419703
-223344.1120243893,-223344.0427411125
-223344.1120243893,-223343.7890018409
-223344.1120243893,-223343.2292663189
-223344.1120243893,-223343.8420422324
-223344.1120243893,-223343.5399738373
-223344.1120243893,-223343.9168548363
-223344.1120243893,-223344.1976246901
-223344.1976246901,-223343.7256663349
-223344.1976246901,-223343.9413756969
-223344.1976246901,-223343.5320810793
-223344.1976246901,-223343.9576034980
-223344.1976246901,-223343.6198536810
-223344.1976246901,-223343.6064516190
-223344.1976246901,-223343.6185146189
-223344.1976246901,-223343.9126195541
-223344.1976246901,-223343.6716792023
-223344.1976246901,-223343.7078697578
-223344.1976246901,-223343.8706907243
-223344.1976246901,-223343.8915883877
-223344.1976246901,-223343.4927408509
-223344.1976246901,-223344.2089896420
-223344.2089896420,-223343.9802488352
-223344.2089896420,-223343.9127566518
-223344.2089896420,-223343.4239532937
-223344.2089896420,-223343.9768132672
-223344.2089896420,-223343.6049993874
-223344.2089896420,-223343.7808609559
-223344.2089896420,-223344.1320402453
-223344.2089896420,-223344.1532441776
-223344.2089896420,-223343.6235831745
-223344.2089896420,-223344.1190955109
-223344.2089896420,-223343.7532019366
-223344.2089896420,-223343.3188677570
-223344.2089896420,-223344.3858134272
-223344.3858134272,-223343.7945150115
-223344.3858134272,-223344.1577512098
-223344.3858134272,-223343.7831867785
-223344.3858134272,-223344.1803282719
-223344.3858134272,-223343.7732574109
-223344.3858134272,-223343.9539910159
-223344.3858134272,-223344.5817282619
-223344.5817282619,-223344.3636290330
-223344.5817282619,-223344.2488628323
-223344.5817282619,-223343.5172724270
-223344.5817282619,-223344.6055236451
-223344.6055236451,-223344.4874172959
-223344.6055236451,-223344.1988344196
-223344.6055236451,-223344.1631632317
-223344.6055236451,-223343.7139086667
-223344.6055236451,-223344.1437355790
-223344.6055236451,-223343.8405230502
-223344.6055236451,-223343.7951278849
-223344.6055236451,-223344.4677648479
-223344.6055236451,-223343.9872846951
-223344.6055236451,-223344.0780876898
-223344.6055236451,-223344.2962579498
-223344.6055236451,-223344.4473699075
-223344.6055236451,-223344.3674576895
-223344.6055236451,-223344.0856350646
-223344.6055236451,-223344.2056171214
-223344.6055236451,-223344.2576266697
-223344.6055236451,-223344.3069979256
-223344.6055236451,-223344.2625030581
-223344.6055236451,-223344.4009185762
-223344.6055236451,-223343.9191941509
-223344.6055236451,-223344.1449463693
-223344.6055236451,-223343.8972732048
-223344.6055236451,-223343.9648234386
-223344.6055236451,-223343.9338488579
-223344.6055236451,-223343.7826390311
-223344.6055236451,-223343.8921990994
-223344.6055236451,-223344.3277798319
-223344.6055236451,-223344.5201403669
-223344.6055236451,-223343.9857738198
-223344.6055236451,-223344.5810784133
-223344.5810784133,-223344.8307978717
-223344.8307978717,-223344.6430430760
-223344.8307978717,-223344.6430430760
-223344.8307978717,-223344.2824835684
-223344.8307978717,-223344.7172730968
-223344.8307978717,-223344.3903128019
-223344.8307978717,-223344.3548411649
-223344.8307978717,-223344.6051790467
-223344.8307978717,-223344.8077569136
-223344.8307978717,-223344.9110036830
-223344.9110036830,-223344.4633068276
-223344.9110036830,-223345.1178249926
-223345.1178249926,-223344.7356071201
-223345.1178249926,-223344.9476996639
-223345.1178249926,-223344.6825073040
-223345.1178249926,-223344.6908228378
-223345.1178249926,-223344.4045855939
-223345.1178249926,-223344.2023381622
-223345.1178249926,-223344.8614194949
-223345.1178249926,-223344.9555441411
-223345.1178249926,-223344.4127118813
-223345.1178249926,-223344.8523908975
-223345.1178249926,-223344.6793865504
-223345.1178249926,-223344.8483543111
-223345.1178249926,-223345.2762017050
-223345.2762017050,-223344.9634753744
-223345.2762017050,-223344.6889127677
-223345.2762017050,-223344.9610911655
-223345.2762017050,-223344.7778713171
-223345.2762017050,-223344.8320057005
-223345.2762017050,-223345.2187619075
-223345.2762017050,-223344.6117616639
-223345.2762017050,-223344.8924884914
-223345.2762017050,-223344.9462203953
-223345.2762017050,-223345.1439645867
-223345.2762017050,-223345.4813787528
-223345.4813787528,-223344.8152328940
-223345.4813787528,-223345.7003685496
-223345.7003685496,-223345.4510848678
-223345.7003685496,-223345.3318484288
-223345.7003685496,-223345.0111060711
-223345.7003685496,-223345.7215636092
-223345.7215636092,-223345.4440784788
-223345.7215636092,-223344.9794881560
-223345.7215636092,-223345.5238288599
-223345.7215636092,-223345.2725891832
-223345.7215636092,-223345.6032670163
-223345.6032670163,-223345.4206977601
-223345.6032670163,-223345.4061296362
-223345.6032670163,-223345.3510943310
-223345.6032670163,-223345.0461535063
-223345.6032670163,-223345.5420586995
-223345.6032670163,-223345.1443775283
-223345.6032670163,-223345.5659067736
-223345.6032670163,-223345.0779921555
-223345.6032670163,-223345.5144022519
-223345.6032670163,-223344.9418354710
-223345.6032670163,-223345.3907928108
-223345.6032670163,-223345.1745241073
-223345.6032670163,-223345.5759021735
-223345.6032670163,-223345.2838448809
-223345.6032670163,-223344.7870576346
-223345.6032670163,-223345.0625745236
-223345.6032670163,-223345.4487698640
-223345.6032670163,-223345.7303687168
-223345.7303687168,-223345.4068642180
-223345.7303687168,-223345.2072354796
-223345.7303687168,-223345.6486564786
-223345.7303687168,-223345.1025066825
-223345.7303687168,-223345.1857607857
-223345.7303687168,-223345.0332208336
-223345.7303687168,-223345.5662330781
-223345.7303687168,-223345.5383788202
-223345.7303687168,-223345.1236602241
-223345.7303687168,-223345.4359446387
-223345.7303687168,-223344.7980753155
-223345.7303687168,-223345.2533989237
-223345.7303687168,-223345.5802766863
-223345.7303687168,-223345.6277323202
-223345.7303687168,-223345.6014640399
-223345.7303687168,-223345.0552782428
-223345.7303687168,-223345.3207162560
-223345.7303687168,-223345.4585722995
-223345.7303687168,-223345.6889589902
-223345.7303687168,-223345.2512743608
-223345.7303687168,-223345.0142921105
-223345.7303687168,-223345.7404318379
-223345.7404318379,-223345.2594394354
-223345.7404318379,-223345.5637918756
-223345.7404318379,-223345.5220355605
-223345.7404318379,-223345.0790563100
-223345.7404318379,-223344.9788084398
-223345.7404318379,-223345.0618258909
-223345.7404318379,-223345.6304185834
-223345.7404318379,-223345.6195941225
-223345.7404318379,-223345.4705231866
-223345.7404318379,-223345.3042489782
-223345.7404318379,-223345.2837135235
-223345.7404318379,-223344.6656395759
-223345.7404318379,-223345.3300518246
-223345.7404318379,-223345.7977227018
-223345.7977227018,-223345.0911984220
-223345.7977227018,-223344.8988667139
-223345.7977227018,-223345.8665138654
-223345.8665138654,-223345.6786615427
-223345.8665138654,-223345.5407933676
-223345.8665138654,-223345.1645981883
-223345.8665138654,-223345.1065174201
-223345.8665138654,-223344.9599288072
-223345.8665138654,-223345.4140228720
-223345.8665138654,-223345.5012840707
-223345.8665138654,-223345.5351871433
-223345.8665138654,-223345.4202551426
-223345.8665138654,-223345.5550586316
-223345.8665138654,-223345.1836860354
-223345.8665138654,-223345.4629542466
-223345.8665138654,-223345.3037015168
-223345.8665138654,-223345.5913876459
-223345.8665138654,-223345.5642721163
-223345.8665138654,-223345.3437620413
-223345.8665138654,-223345.4073259141
-223345.8665138654,-223345.3214438522
-223345.8665138654,-223345.8168066431
-223345.8665138654,-223345.6702311892
-223345.8665138654,-223345.7676871640
-223345.7676871640,-223345.0340854987
-223345.7676871640,-223345.0641679575
-223345.7676871640,-223345.1404881082
-223345.7676871640,-223345.3133222346
-223345.7676871640,-223345.4180641859
-223345.7676871640,-223345.6203866543
-223345.7676871640,-223345.4479158016
-223345.7676871640,-223345.3562455965
-223345.7676871640,-223345.1873403861
-223345.7676871640,-223345.4289983858
-223345.7676871640,-223344.8511624009
-223345.7676871640,-223344.8258722111
-223345.7676871640,-223345.1490042096
-223345.7676871640,-223345.0315632070
-223345.7676871640,-223345.0740658870
-223345.7676871640,-223345.0672323674
-223345.7676871640,-223345.3677558875
-223345.7676871640,-223345.0324511717
-223345.7676871640,-223345.2057935908
-223345.7676871640,-223345.5365922526
-223345.7676871640,-223345.0270188787
-223345.7676871640,-223344.8905294450
-223345.7676871640,-223345.4876175713
-223345.7676871640,-223344.8184832828
-223345.7676871640,-223345.4142133936
-223345.7676871640,-223345.1606361786
-223345.7676871640,-223345.2399241867
-223345.7676871640,-223345.6109597315
-223345.7676871640,-223345.1209850010
-223345.7676871640,-223345.4185628667
-223345.7676871640,-223345.6989488143
-223345.7676871640,-223345.1621242077
-223345.7676871640,-223345.3267095065
-223345.7676871640,-223345.3718841211
-223345.7676871640,-223345.6218728118
-223345.7676871640,-223345.3402759436
-223345.7676871640,-223345.2690080299
-223345.7676871640,-223345.1755757392
-223345.7676871640,-223345.1675027437
-223345.7676871640,-223344.8907554700
-223345.7676871640,-223344.8779211027
-223345.7676871640,-223345.2993438343
-223345.7676871640,-223345.6995405775
-223345.6995405775,-223344.9718437603
-223345.6995405775,-223345.1236801323
-223345.6995405775,-223345.2099666985
-223345.6995405775,-223345.6712508061
-223345.6712508061,-223345.4670259131
-223345.6712508061,-223345.3887447811
-223345.6712508061,-223345.5702384177
