iter,delta_E_meV_per_atom
54098,-3.6100932600
54119,-3.6009122141
54211,-3.5972698840
54290,-3.6043072809
54316,-3.6029609967
54382,-3.6191977273
54406,-3.5966589242
54535,-3.6037094078
54552,-3.6101159290
54600,-3.6099065550
54685,-3.6152836733
54761,-3.6143840413
54768,-3.5924435961
54890,-3.6064260083
54925,-3.5992996621
55024,-3.6225505471
55025,-3.6219933435
55129,-3.6262017180
55398,-3.6350883303
55690,-3.6238011556
55694,-3.6250593259
55821,-3.6175745024
55828,-3.6179230217
55844,-3.6338972696
55943,-3.6304174484
55948,-3.6126713931
55982,-3.6072518278
56018,-3.6234952122
56107,-3.6385483423
56186,-3.6315736293
56208,-3.6317929989
56268,-3.6268948949
56283,-3.6240785568
56347,-3.6210380450
56535,-3.6188496342
56634,-3.6315205645
56652,-3.6235631749
56934,-3.6497121983
57020,-3.6598042337
57046,-3.6605408153
57155,-3.6389237916
57201,-3.6376259520
57208,-3.6489226081
57224,-3.6401914351
57293,-3.6026152957
57319,-3.5995047752
57486,-3.6020726082
57529,-3.5985568460
57531,-3.6009554405
57656,-3.5879336382
57707,-3.5875760201
57819,-3.5861558832
57866,-3.5748754529
57976,-3.5579853279
58059,-3.5570648781
58063,-3.5622251201
58084,-3.5646057502
58264,-3.5593096956
58350,-3.5723966470
58491,-3.5640234824
58507,-3.5612070723
58550,-3.5386036122
58588,-3.5304172752
58589,-3.5312499798
58697,-3.5065599068
58721,-3.5148637899
58723,-3.5170293719
58755,-3.5004047266
58840,-3.5035776196
58857,-3.5050745053
58919,-3.5071920827
59017,-3.5082016513
59051,-3.5386280499
59053,-3.5395056504
59267,-3.5386647924
59274,-3.5501758572
59276,-3.5442034894
59322,-3.5451381158
59391,-3.5529142107
59469,-3.5532133578
59493,-3.5531719121
59573,-3.5529006825
59777,-3.5652224056
59895,-3.5737698389
59916,-3.5903622336
60018,-3.5961687947
60108,-3.5563583543
60109,-3.5638255383
60199,-3.5459128679
60241,-3.5497631502
60423,-3.5555435409
60434,-3.5571835982
60453,-3.5445121994
60622,-3.5443794792
60717,-3.5313627665
60755,-3.5335687643
60756,-3.5335687643
60785,-3.5478135984
60919,-3.5638555247
61209,-3.5536910041
61315,-3.5501835640
61387,-3.5541997494
61476,-3.5680786092
61665,-3.5769314400
61704,-3.5768284789
61719,-3.5645601456
61837,-3.5659269817
61939,-3.5588583046
62040,-3.5432001546
62051,-3.5130016452
62058,-3.5247152754
62166,-3.5239635943
62192,-3.5335798045
62339,-3.5385117729
62404,-3.5486370125
62438,-3.5610968616
62514,-3.5381991542
62618,-3.5354257577
62635,-3.5346488819
62742,-3.5416039746
62785,-3.5388689661
62999,-3.5558560103
63001,-3.5640984865
63011,-3.5284390605
63154,-3.5156824936
63183,-3.4881034533
63298,-3.4858627754
63367,-3.4882926663
63423,-3.4985658826
63431,-3.5042570219
63502,-3.4985789617
63583,-3.4959060925
63635,-3.4887529474
63716,-3.4865470382
63725,-3.4944792019
63745,-3.4925345005
63790,-3.4976305088
63791,-3.5009371830
63793,-3.5001903227
63808,-3.5097006886
63825,-3.5155706721
63826,-3.5182504728
63835,-3.5265623727
63855,-3.5103760673
63900,-3.5032312706
64017,-3.5104701895
64073,-3.5096919426
64080,-3.5065070304
64121,-3.5295044821
64181,-3.5353983568
64390,-3.5408733945
64500,-3.5365995734
64541,-3.5449159610
64559,-3.5492173136
64666,-3.5561550117
64709,-3.5674838162
64818,-3.5654544430
64906,-3.5608072016
64926,-3.5697430215
65025,-3.5685844004
65042,-3.5703460294
65181,-3.5653605918
65233,-3.5552780577
65298,-3.5469781460
65353,-3.5714129653
65484,-3.5784616852
65550,-3.5898153089
65603,-3.5897014771
65807,-3.6040128976
65849,-3.6116788770
65907,-3.5970150319
65924,-3.6070892686
66125,-3.6110403132
66144,-3.5953417061
66159,-3.6110166209
66250,-3.6099007603
66278,-3.5928555483
66283,-3.6133249288
66412,-3.6219927387
66587,-3.6205090133
66683,-3.6149624067
66710,-3.6009162282
66768,-3.6092543452
66920,-3.6059296541
67034,-3.6244295956
67074,-3.6240559390
67264,-3.6238190891
67281,-3.6107422665
67296,-3.6151775026
67502,-3.6300308106
67518,-3.6220846783
67682,-3.6289667655
67732,-3.6033088287
67799,-3.6005837821
67801,-3.5936291728
67852,-3.6012433245
67893,-3.5717108342
67896,-3.5704463543
67973,-3.5802643183
67992,-3.5420594636
67997,-3.5389391483
67998,-3.5465602049
68002,-3.5524514407
68170,-3.5646074349
68260,-3.5515459226
68428,-3.5332923247
68572,-3.5549178262
68574,-3.5543817260
68719,-3.5486913269
68724,-3.5535719422
68734,-3.5534343323
69062,-3.5443013795
69082,-3.5389123564
69127,-3.5466214121
69185,-3.5453051896
69285,-3.5672714819
69309,-3.5754853327
69433,-3.5745153020
69456,-3.5714166615
69465,-3.5533676274
69535,-3.5562567383
69572,-3.5552058582
69616,-3.5567621524
69683,-3.5577283906
69689,-3.5486885658
69706,-3.5408159133
69801,-3.5415692089
69810,-3.5349590459
69853,-3.5343259266
69962,-3.5429339037
70040,-3.5391192266
70074,-3.5488713271
70163,-3.5579252803
70344,-3.5577736884
70406,-3.5518189975
70527,-3.5533285680
70646,-3.5437635112
70796,-3.5195586036
70828,-3.5501326740
70837,-3.5503415653
70860,-3.5462776977
70889,-3.5321472218
70909,-3.5375887009
70936,-3.5457012046
71003,-3.5410510742
71129,-3.5129003619
71130,-3.5556507846
71601,-3.5698739621
71652,-3.5672019168
71731,-3.5516525674
71735,-3.5467664493
71854,-3.5379832140
71858,-3.5444270613
71861,-3.5406829299
71877,-3.5446302280
71879,-3.5605106934
71897,-3.5553490145
71921,-3.5579483161
71985,-3.5625019557
71994,-3.5663365758
72128,-3.5800540803
72139,-3.5656782224
72170,-3.5573733690
72220,-3.5459519520
72274,-3.5498538735
72289,-3.5529197695
72345,-3.5581296027
72365,-3.5598713211
72467,-3.5250795548
72469,-3.5250795548
72731,-3.5192106943
72736,-3.5184399054
72772,-3.5152584450
72901,-3.5141595831
72924,-3.5143827341
73021,-3.5190418598
73025,-3.5222272836
73056,-3.5291270868
73134,-3.5383476920
73254,-3.5397204052
73261,-3.5237913914
73312,-3.5121808559
73331,-3.4984293383
73407,-3.4975723848
73427,-3.5210760854
73477,-3.5175385177
73500,-3.5186428481
73519,-3.5029212121
73575,-3.5005409950
73631,-3.5127826819
73640,-3.5083618553
73666,-3.5358292377
73724,-3.5372748453
73748,-3.5375930401
73820,-3.5412300362
73922,-3.5412051000
73930,-3.5208574365
74158,-3.5214889405
74224,-3.5612673893
74238,-3.5555006483
74269,-3.5383873870
74280,-3.5435583546
74291,-3.5459364018
74301,-3.5697473555
74308,-3.5705413470
74404,-3.5820102373
74480,-3.5910554054
74532,-3.6065812837
74536,-3.6068552544
74652,-3.5996313397
74684,-3.5954665668
74787,-3.5945617660
74792,-3.5957622616
74865,-3.6040596578
74871,-3.6029434582
74916,-3.6031161123
75008,-3.6072033195
75027,-3.6130125079
75049,-3.6198122042
75244,-3.5838811563
75359,-3.5910433154
75421,-3.5998047291
75563,-3.5916880136
75626,-3.6169919147
75648,-3.6148103901
75719,-3.6133036843
75737,-3.6246904000
75757,-3.6118623615
75797,-3.5932488145
75798,-3.5857902496
75843,-3.5925794489
75931,-3.6317958384
76019,-3.6345768646
76042,-3.6312719067
76163,-3.6346572176
76180,-3.6352190183
76260,-3.6356310278
76593,-3.6457887852
76611,-3.6429575116
76680,-3.6270069694
76685,-3.6243101717
76798,-3.6164108927
76818,-3.6184997901
76864,-3.6087218744
77014,-3.5996323075
77144,-3.6074519329
77215,-3.6118440110
77261,-3.6096406006
77334,-3.5946329965
77381,-3.5762383120
77465,-3.5826643928
77481,-3.5978458776
77483,-3.6023908175
77595,-3.6064259763
77736,-3.6061140068
77919,-3.6052910439
77946,-3.5886561164
77989,-3.5869698123
78121,-3.5749609449
78302,-3.5709814145
78566,-3.5724661138
78576,-3.5931870610
78825,-3.5811348832
78988,-3.5774250213
79034,-3.5803707171
79100,-3.5742847545
79180,-3.5659657343
79202,-3.5723676571
79208,-3.5784839020
79253,-3.5943088380
79267,-3.6013656488
79343,-3.5923598515
79404,-3.5911896998
79413,-3.5984632005
79543,-3.5776280756
79606,-3.5847903971
79637,-3.6037677257
79680,-3.5941352125
79745,-3.5978129883
79825,-3.5962032460
79891,-3.6019676868
79908,-3.6037743752
79974,-3.5910436587
80022,-3.5979678247
80517,-3.6018230232
80784,-3.6031099503
80795,-3.6046545978
80927,-3.5958524916
80929,-3.5986218404
81023,-3.6138377985
81024,-3.6236727488
81083,-3.6306195934
81235,-3.6271124091
81336,-3.6348042856
81357,-3.6340132820
81374,-3.6526688876
81780,-3.6480021944
81794,-3.6422500673
81866,-3.6464895876
81906,-3.6844306434
82063,-3.6834993390
82162,-3.6972299186
82276,-3.6876461075
82369,-3.6787714303
82388,-3.6847716904
82407,-3.6747876725
82526,-3.6954741130
82563,-3.6928708269
82803,-3.6928823487
82834,-3.7049630031
82965,-3.7037659860
83010,-3.7110463056
83083,-3.7253305858
83106,-3.7567849616
83284,-3.7539726501
83655,-3.7541041469
83700,-3.7403853640
83719,-3.7516593258
83741,-3.7771397486
83765,-3.8001846482
83787,-3.7951642190
83799,-3.7996364816
83839,-3.7995384108
83945,-3.7999564827
83975,-3.7910145955
84039,-3.7905663813
84210,-3.7919497202
84295,-3.7831526572
84373,-3.7823784495
84442,-3.7840656749
84459,-3.7988079951
84514,-3.8104175361
84529,-3.8119785667
84670,-3.8121453629
84672,-3.7963988559
84763,-3.7933667235
85233,-3.7918732694
85260,-3.8007355527
85277,-3.7964291568
85300,-3.7968361221
85361,-3.7514310223
85749,-3.7549426992
85755,-3.7507450586
85789,-3.7560694064
85835,-3.7407160161
86122,-3.7325552944
86310,-3.7313413821
86335,-3.7330041219
86359,-3.7312245957
86376,-3.7393049263
86494,-3.7342173365
86507,-3.7495569390
86747,-3.7887630254
87676,-3.8069659353
87683,-3.8092376066
87722,-3.7941146201
87729,-3.7744749234
87774,-3.7794138622
87785,-3.7749403866
87944,-3.7888622404
88011,-3.7924703085
88087,-3.7914227589
88121,-3.7972870717
88145,-3.8079185768
88334,-3.8041221929
88347,-3.8109999999
88489,-3.8230295857
88648,-3.8268921502
88703,-3.8331969411
88711,-3.8367446137
88720,-3.8614248516
88812,-3.8677108242
89007,-3.8482439532
89223,-3.8406461833
89279,-3.8498583933
89306,-3.8521445083
89318,-3.8240427830
89414,-3.8105895716
89445,-3.8174902786
89506,-3.8085785691
89512,-3.7997763688
89545,-3.8026093949
89553,-3.7930505305
89584,-3.7907955174
89674,-3.7918587742
89676,-3.7799277562
89721,-3.7697113056
89730,-3.7532433704
89737,-3.7733799545
89745,-3.7796196548
89791,-3.7816875457
89812,-3.7821444608
89872,-3.7767286916
89920,-3.7778664200
89977,-3.7811240439
89997,-3.7597834840
90045,-3.7527376667
90077,-3.7567383057
90247,-3.7618036770
90274,-3.7586601418
90372,-3.7685623396
90419,-3.7681779345
90496,-3.7727999032
90557,-3.7735538809
90722,-3.7724573422
90743,-3.7739502815
90744,-3.7846947847
90963,-3.7769660909
91015,-3.7735608780
91105,-3.7708685798
91111,-3.7707625680
91146,-3.7556254252
91155,-3.7447081991
91246,-3.7342938023
91256,-3.7508096468
91302,-3.7536711375
91411,-3.7674807342
91442,-3.7506031521
91481,-3.7545751776
91565,-3.7664576028
91608,-3.7686307558
91650,-3.7667542860
91652,-3.7710040190
91724,-3.7842170740
91887,-3.7825946364
92037,-3.7991726275
92057,-3.7986124925
92117,-3.7825815276
92132,-3.7797877189
92134,-3.7870637574
92193,-3.7845340779
92211,-3.8090090681
92321,-3.8096463046
92324,-3.8082540179
92394,-3.8316761564
92474,-3.8291566476
92523,-3.8307838111
92558,-3.8260044690
92882,-3.8243536211
92959,-3.8271930829
93127,-3.8187779171
93224,-3.8243713413
93258,-3.8157754984
93307,-3.8095110376
93417,-3.8100235222
93432,-3.8101940140
93543,-3.8103033872
93575,-3.8124432471
93681,-3.8330646623
93720,-3.8346964862
93721,-3.8269907590
93829,-3.8250105973
93861,-3.8266106359
93973,-3.8143101952
94030,-3.8138611967
94060,-3.8241461248
94093,-3.8310419948
94185,-3.8045533690
94197,-3.7934601659
94204,-3.8020299186
94212,-3.7992669489
94241,-3.7910051176
94258,-3.8042045473
94375,-3.8018184250
94412,-3.8034175767
94435,-3.8080931777
94446,-3.7954225830
94480,-3.7932421205
94511,-3.8005735691
94605,-3.7888703258
94635,-3.7955222772
94676,-3.7962582562
94691,-3.7996961652
94706,-3.7971281903
94806,-3.7931508110
94817,-3.8046560106
94980,-3.7919844629
94981,-3.7919844629
94994,-3.7894619091
95025,-3.7755932147
95052,-3.7733449041
95196,-3.7722652655
95261,-3.7684638570
95523,-3.7621294812
95622,-3.7625712211
95673,-3.7600922413
96132,-3.7676746500
96152,-3.7659808446
96154,-3.8028175978
96255,-3.7970282936
96276,-3.8061157261
96278,-3.8090716911
96290,-3.8195281444
96387,-3.8267091012
96413,-3.8403201979
96478,-3.8330824736
96507,-3.8313737291
96531,-3.8482391767
96621,-3.8461446485
96640,-3.8413074211
96641,-3.8328787554
96678,-3.8475555521
96701,-3.8556640255
96745,-3.8620110965
96780,-3.8770724698
96816,-3.8894828598
97038,-3.8857750472
97096,-3.8929572178
97147,-3.8887600304
97165,-3.8794809859
97362,-3.8734806478
97363,-3.8714432898
97405,-3.8823740520
97522,-3.8778343881
97620,-3.8665208929
97656,-3.8666626101
97658,-3.8700821569
97663,-3.8673622415
97716,-3.8607727589
97722,-3.8610388819
97755,-3.8685709132
97835,-3.8459542276
97923,-3.8629173055
97932,-3.8451935128
98049,-3.8429148772
98141,-3.8340557608
98168,-3.8246114996
98195,-3.8421721124
98261,-3.8631810229
98294,-3.8484131175
99096,-3.8507506263
99106,-3.8526418245
99184,-3.8579005660
99250,-3.8558413844
99281,-3.8562352453
99301,-3.8496840385
99423,-3.8437684674
99476,-3.8453201823
99533,-3.8424726275
99545,-3.8407067156
99667,-3.8296792477
99806,-3.8285471237
99836,-3.8299619053
99922,-3.8315215337
99965,-3.8395921313
99973,-3.8342272396
99978,-3.8328295038
100022,-3.8412488037
100028,-3.8495330627
100030,-3.8495330627
100042,-3.8542228527
100116,-3.8619519070
100187,-3.8616282402
100206,-3.8477597579
100306,-3.8453573774
100314,-3.8598494893
100329,-3.8748008962
100367,-3.8800247508
100395,-3.8855463317
100421,-3.8966502333
100429,-3.8774959433
100485,-3.8758286945
100546,-3.8777291726
100576,-3.8789502610
100655,-3.8758188584
100764,-3.8565829338
100819,-3.8761459615
100883,-3.8602851378
100885,-3.8766279733
100918,-3.8748968030
101140,-3.8692897109
101230,-3.8733851074
101316,-3.8994144381
101494,-3.9025887702
101554,-3.9068501304
101629,-3.9044419202
101726,-3.9067920134
101776,-3.8987592527
101978,-3.8918494924
101986,-3.8840212842
102089,-3.8958317106
102093,-3.9032967664
102134,-3.8991904487
102170,-3.9221807036
102402,-3.9141520742
102411,-3.9090262563
102679,-3.9112424460
102790,-3.9136010743
102911,-3.9028138681
103041,-3.9111865556
103244,-3.9086856568
103285,-3.9019186762
103440,-3.9020551317
103489,-3.8930435905
103494,-3.9021096421
103535,-3.8866952287
103612,-3.8470249791
103714,-3.8507411468
103748,-3.8616837260
103880,-3.8537424662
103902,-3.8560378507
103943,-3.8566954822
104056,-3.8344547497
104086,-3.8418601825
104098,-3.8405514701
104168,-3.8553179939
104183,-3.8681798211
104704,-3.8719963259
104922,-3.8664497760
104934,-3.8711725759
105106,-3.8575239507
105227,-3.8625460525
105280,-3.8500457432
105340,-3.8586819167
105341,-3.8565817286
105391,-3.8708991848
105406,-3.8674093864
105709,-3.8627346462
105748,-3.8581925106
105816,-3.8521902951
105868,-3.8443095910
105871,-3.8482290371
106000,-3.8508398546
106153,-3.8515604179
106200,-3.8598367163
106242,-3.8582185929
106278,-3.8593376731
106283,-3.8739014862
106285,-3.8739014862
106435,-3.8393139652
106471,-3.8342857370
106709,-3.8276688838
107116,-3.8582996333
107166,-3.8567592418
107206,-3.8776721182
107214,-3.8827387170
107228,-3.8507015812
107311,-3.8510078963
107634,-3.8481329368
107825,-3.8480103117
107912,-3.8634643421
107944,-3.8666076427
107959,-3.8449178734
107982,-3.8329024509
108013,-3.8253421805
108167,-3.8221991783
108285,-3.8198874572
108419,-3.8410438616
108452,-3.8241107836
108477,-3.8179719283
108548,-3.8016029896
108607,-3.7956725157
108771,-3.7902846001
108802,-3.7764121661
108856,-3.7779235368
108987,-3.7688261794
109005,-3.7902125844
109011,-3.8051732991
109082,-3.8128686975
109129,-3.8027473559
109145,-3.8044655993
109192,-3.7800489517
109272,-3.7785997365
109274,-3.7759280587
109387,-3.7847110497
109565,-3.7969670603
109719,-3.7966637258
110064,-3.7965581339
110091,-3.7915187388
110102,-3.7908284977
110112,-3.7869696460
110166,-3.7870967187
110191,-3.7894612671
110232,-3.7927181527
110315,-3.8162335174
110363,-3.8323409430
110471,-3.8269300686
110506,-3.8339709171
110666,-3.8484809255
110896,-3.8496310027
110903,-3.8413104536
110912,-3.8373131278
110952,-3.8425679911
111007,-3.8531404073
111161,-3.8476334204
111339,-3.8296561772
111370,-3.8213616878
111432,-3.8169354314
111445,-3.8236352451
111447,-3.8353794899
111490,-3.8375283438
111639,-3.8365049953
111653,-3.8434489829
111668,-3.8333197578
111694,-3.8362344288
111747,-3.8284724925
111920,-3.8359509425
111950,-3.8341280677
112133,-3.8235304069
112262,-3.8303365799
112284,-3.8343655193
112294,-3.8490002428
112343,-3.8579803418
112440,-3.8449936760
112545,-3.8533057776
112575,-3.8636808738
112597,-3.8637096970
112617,-3.8636499871
112805,-3.8686279674
112866,-3.8773025290
112989,-3.8807603829
112997,-3.8860400427
113004,-3.8931355226
113028,-3.8885363835
113129,-3.9059969562
113136,-3.8968425598
113335,-3.9071497985
113485,-3.9070679702
113577,-3.9031223248
113643,-3.8876986044
113694,-3.8870362989
113784,-3.8912247468
113822,-3.8802442376
113857,-3.8701995271
113895,-3.8751059706
113899,-3.8775273419
113913,-3.8709442574
113928,-3.8667670031
114051,-3.8966610984
114218,-3.8915279483
114230,-3.8890881837
114297,-3.8829104185
114335,-3.8914859422
114543,-3.8925252534
114693,-3.8705038497
114743,-3.8673519050
114838,-3.8743584852
114982,-3.8809048324
115049,-3.8805298304
115171,-3.8768643615
115179,-3.8821709259
115253,-3.8913361451
115260,-3.9012462534
115323,-3.9020187612
115335,-3.9058819596
115371,-3.9061906696
115379,-3.8870133992
115453,-3.8920222666
115579,-3.8918474877
115592,-3.8812883406
115773,-3.8658999104
115826,-3.8812457831
115836,-3.8767278371
115952,-3.8612318161
116031,-3.8659590415
116103,-3.8508232954
116119,-3.8491211823
116136,-3.8548557587
116394,-3.8487837573
116438,-3.8411486552
116445,-3.8449979485
116609,-3.8595776385
116629,-3.8472297935
116662,-3.8336307165
116798,-3.8240098274
116880,-3.8234813507
116883,-3.8391696666
116954,-3.8430861551
117084,-3.8369281433
117097,-3.8348036269
117260,-3.8752521691
117397,-3.8986325932
117424,-3.9140812742
117450,-3.9098083577
117605,-3.9135172808
117633,-3.8919197735
117732,-3.8820594286
117777,-3.9078213643
117897,-3.9099765553
117946,-3.9140423535
118061,-3.9273603694
118270,-3.9214285193
118281,-3.9140064578
118310,-3.9186921776
118356,-3.9204004999
118533,-3.9336691303
118643,-3.9280664274
118653,-3.9574638041
118695,-3.9549046576
118696,-3.9594101401
118788,-3.9527771830
118896,-3.9321957339
118995,-3.9275481674
119126,-3.9155438603
119171,-3.9278544333
119216,-3.9303282784
119242,-3.9191705446
119275,-3.9196727399
119363,-3.9176729634
119499,-3.9169440660
119629,-3.9336660965
119633,-3.9426898657
119679,-3.9636606323
119996,-3.9737563671
119997,-3.9708991953
120303,-3.9608879655
120432,-3.9498861797
120439,-3.9593831928
120494,-3.9506561631
120695,-3.9538333735
120773,-3.9458667385
121154,-3.9185739888
121201,-3.9026008741
121222,-3.9134324012
121273,-3.9315868168
121368,-3.9219586853
121820,-3.9181515599
122027,-3.9226154322
122054,-3.9268769094
122096,-3.9385494620
122603,-3.9393642331
122606,-3.9342262876
122650,-3.9176021514
122714,-3.9261546092
122820,-3.9203772378
122918,-3.8881462546
122941,-3.9122063816
123025,-3.9124946685
123133,-3.9054291196
123312,-3.8983359516
123400,-3.8965494724
123405,-3.9111753104
123419,-3.9088164959
123453,-3.9230346349
123658,-3.9292678475
123700,-3.9243418389
123710,-3.9257318848
123801,-3.9102853605
123887,-3.9262761945
124085,-3.9311646158
124304,-3.9323551316
124355,-3.9310000948
124371,-3.9361263161
124550,-3.9335656339
124718,-3.9594276414
124760,-3.9317285171
124769,-3.9447513676
124774,-3.9447513676
125219,-3.9437122203
125387,-3.9170689771
125405,-3.9128850350
125491,-3.9049066942
125531,-3.9245028005
125549,-3.9347049858
125728,-3.9248661346
125978,-3.9208598831
125993,-3.9367329307
126125,-3.9366707306
126234,-3.9432522726
126269,-3.9769501291
126351,-3.9869337806
126361,-3.9704015345
126421,-3.9730149670
126451,-3.9769120537
126544,-3.9774744516
126580,-3.9743227378
126645,-3.9662314229
126846,-3.9619304708
127047,-3.9528222494
127111,-3.9450251513
127119,-3.9509230396
127248,-3.9497667062
127276,-3.9815631892
127358,-3.9803735402
127387,-3.9778040414
127403,-4.0060997747
127441,-4.0092067426
127508,-4.0107521389
127606,-4.0048564391
127658,-3.9985007353
127684,-3.9968291017
127728,-3.9973471620
127770,-3.9959508948
127869,-3.9745388302
127933,-3.9742814741
127986,-3.9675214513
128086,-3.9646852264
128089,-3.9619952379
128093,-3.9999492753
128120,-3.9681184323
128179,-3.9690902531
128192,-3.9710802393
128347,-3.9722566255
128372,-3.9658865808
128437,-3.9888491716
128560,-3.9896663454
128610,-4.0104013853
128611,-4.0294097597
128617,-4.0282467629
128627,-4.0514898150
128688,-4.0425582432
128792,-4.0338078741
128830,-4.0293458845
128916,-4.0342835954
129025,-4.0413400587
129043,-4.0110235422
129071,-4.0190834992
129085,-4.0174206043
129128,-4.0199752865
129361,-4.0267595850
129499,-4.0294462074
129656,-4.0381031021
129715,-4.0383828001
129788,-4.0282665323
129941,-4.0255869835
129942,-4.0326461383
130020,-4.0348860062
130025,-4.0433618114
130030,-4.0433618114
130032,-4.0475986619
130151,-4.0513431307
130202,-4.0606296985
130244,-4.0668445607
130331,-4.0553710212
130334,-4.0595667421
130371,-4.0483012389
130553,-4.0419993901
130697,-4.0378528231
130744,-4.0398125491
130796,-4.0494966577
130819,-4.0439200570
130828,-4.0141855325
130876,-3.9739066765
130913,-3.9723163221
130957,-3.9621871174
131021,-3.9586048279
131122,-3.9633277729
131168,-3.9435301831
131291,-3.9075955439
131299,-3.9071932018
131358,-3.9109539743
131370,-3.9136082926
131705,-3.9144028861
131842,-3.9260571254
132035,-3.9245599820
132070,-3.9106549130
132130,-3.9058398491
132175,-3.9083126788
132177,-3.9117192309
132199,-3.9277642670
132258,-3.9316263931
132275,-3.9499323033
132538,-3.9323053274
132772,-3.9236375815
132828,-3.9207639490
132850,-3.9168457309
132907,-3.9067104925
132939,-3.9193165286
133229,-3.9260608813
133355,-3.9404928104
133471,-3.9380181401
133493,-3.9497579917
133897,-3.9425995431
133921,-3.9499497942
134072,-3.9347076494
134083,-3.9511370047
134117,-3.9526886541
134289,-3.9594655521
134350,-3.9558987855
134403,-3.9425441207
134419,-3.9411987861
134440,-3.9508315288
134566,-3.9386201316
134719,-3.9544676749
134845,-3.9571209570
135054,-3.9616126493
135155,-3.9538199967
135179,-3.9812634622
135326,-3.9779444177
135380,-3.9642530966
135417,-3.9689003166
135435,-3.9859428243
135438,-3.9772133481
135444,-3.9774029678
135472,-3.9747287687
135487,-3.9827635326
135493,-3.9827635326
135557,-4.0173693169
135700,-4.0346800529
135710,-4.0407591044
135826,-4.0209973255
135831,-4.0245315789
135983,-4.0205066770
135987,-4.0097048697
136056,-4.0169047001
136198,-4.0282109440
136211,-4.0247812986
136621,-3.9821503791
136743,-4.0048156459
136996,-4.0220897819
137556,-4.0262284217
137656,-4.0339118927
137717,-4.0384957563
137736,-4.0290079999
137898,-4.0302189590
138005,-4.0317843606
138146,-4.0382218707
138225,-4.0444441661
138254,-4.0642023254
138271,-4.0469684072
138326,-4.0511749376
138496,-4.0579914531
138589,-4.0689203644
138635,-4.0796594022
138660,-4.0863629283
138674,-4.0943200297
138699,-4.1000143610
138847,-4.1033470555
138993,-4.0827264499
139068,-4.1123883400
139116,-4.1090766769
139370,-4.0864669461
139387,-4.0868830617
139409,-4.0952825444
139438,-4.0916217592
139703,-4.0859334037
139885,-4.0904554331
139998,-4.0936632760
140110,-4.1060126839
140286,-4.0846566982
140584,-4.0875315704
140649,-4.0868682222
141016,-4.0928471389
141069,-4.1020864422
141235,-4.1203395669
141268,-4.1222943256
141313,-4.1274019414
141382,-4.1355419364
141449,-4.1355175773
141553,-4.1133565578
141562,-4.0891141069
141734,-4.0899249570
142059,-4.0844598637
142220,-4.0942654420
142497,-4.1055521260
142514,-4.1096082009
142531,-4.1084400618
142673,-4.1021058034
142782,-4.0997664223
142897,-4.1212490587
142949,-4.1295421212
143200,-4.1383747980
143260,-4.1283328835
143448,-4.1374084088
143549,-4.1255611277
143622,-4.1207187926
143729,-4.1293708015
143815,-4.1300757757
143981,-4.1272274893
144059,-4.1277166895
144587,-4.1267603753
144621,-4.1264719594
144735,-4.1222336550
144747,-4.1210785585
144789,-4.1219360578
144874,-4.1377347529
145102,-4.1376852742
145157,-4.1526601468
145572,-4.1521820877
145601,-4.1414549707
145690,-4.1303904361
145711,-4.1461418959
145905,-4.1303626192
146044,-4.1303026549
146161,-4.1324837496
146272,-4.1345360755
146374,-4.1246145860
146474,-4.1315271759
146605,-4.1147515499
146854,-4.1082521151
146927,-4.1140323008
146934,-4.1349904774
147089,-4.1269448901
147148,-4.1194448358
147228,-4.1265986280
147380,-4.1308041447
147472,-4.1429027209
147509,-4.1471577848
147549,-4.1390945532
147583,-4.1366867804
147651,-4.1489481129
148041,-4.1360551836
148330,-4.1414296418
148332,-4.1291626270
148373,-4.1233659333
148419,-4.1247673786
148768,-4.1191083769
148815,-4.1069933987
149048,-4.1094700859
149063,-4.1305642008
149092,-4.1273709532
149143,-4.1308618398
149267,-4.1183060928
149286,-4.1051153507
149300,-4.0896141950
149351,-4.0976633729
149474,-4.0914495551
149522,-4.1068926744
149564,-4.1236797632
149620,-4.1193835424
149650,-4.1142061827
149658,-4.1459641182
149898,-4.1474239177
150239,-4.1458030491
150368,-4.1312850939
150835,-4.1403115920
150836,-4.1406313466
150927,-4.1367645177
150962,-4.1413556869
151071,-4.1461393127
151130,-4.1471841142
151408,-4.1758464918
151472,-4.1664085419
151558,-4.1658397244
151668,-4.1536955558
151716,-4.1499925857
151797,-4.1504599914
152018,-4.1515017335
152376,-4.1540563149
152492,-4.1552473468
152561,-4.1537448644
152564,-4.1487988022
152618,-4.1480528773
152753,-4.1327886462
153095,-4.1267524990
153098,-4.1175117641
153270,-4.1144499605
153431,-4.1141760848
153715,-4.1227265262
153880,-4.1275146121
153927,-4.1381600530
153976,-4.1286455333
154108,-4.1220199640
154351,-4.1037162054
154497,-4.0964841259
154501,-4.0979018302
154586,-4.1057380838
154742,-4.0909928004
154855,-4.0899093467
154905,-4.1003950815
154938,-4.0970110447
154953,-4.0993566151
155041,-4.0964985593
155063,-4.1043791334
155199,-4.1144054224
155215,-4.1262169787
155293,-4.1171740871
155449,-4.0805246994
155483,-4.0844478962
155554,-4.0854577564
155580,-4.0911492210
155728,-4.1072589515
155731,-4.1055884769
155929,-4.1082533093
156052,-4.1029323842
156258,-4.1049189085
156286,-4.1015452624
156531,-4.1066441553
156711,-4.1451143884
157107,-4.1417439097
157194,-4.1401838392
