iter,delta_E_meV_per_atom
157499,-4.1223607784
157536,-4.1130367029
157546,-4.1164846138
157704,-4.1185870005
157770,-4.1208429250
157796,-4.1221605814
157850,-4.1393993666
158040,-4.1486658715
158066,-4.1487028845
158214,-4.1742289696
158569,-4.1905772060
158762,-4.1950757904
158914,-4.1826384121
159196,-4.1866112035
159331,-4.1845360370
159491,-4.1912820391
159650,-4.1932930031
159780,-4.1946842336
159932,-4.1898860685
159950,-4.1905722036
160038,-4.2057425255
160100,-4.2090480248
160216,-4.2063333844
160263,-4.2073169099
160515,-4.2044705347
160538,-4.1807982582
160540,-4.1587648915
160731,-4.1487485994
160845,-4.1441968250
160939,-4.1422788459
161005,-4.1638247359
161077,-4.1624569583
161322,-4.1606253408
161390,-4.1667986537
161621,-4.1694495693
161913,-4.1995172139
161932,-4.1997994707
162090,-4.2033223005
162110,-4.2069443362
162121,-4.2405644308
162169,-4.2352039778
162183,-4.2208850115
162188,-4.2233202919
162198,-4.2169160541
162302,-4.1870536570
162344,-4.1601261768
162450,-4.1541378931
162508,-4.1700312738
162695,-4.1689257274
162728,-4.1857976387
162945,-4.1748160967
163119,-4.1692749865
163240,-4.1598426680
163354,-4.1657912110
163409,-4.1886642138
163456,-4.1890612569
163690,-4.1807089318
163825,-4.2033499130
163874,-4.1925072004
164015,-4.1838850759
164141,-4.1781186360
164391,-4.1757881781
164427,-4.1793186955
164861,-4.1902188409
164950,-4.1933171288
165050,-4.1986864581
165120,-4.1930624446
165133,-4.1942080575
165320,-4.1998525217
165351,-4.1892811316
165359,-4.2078257178
165524,-4.2066587335
165723,-4.1969886945
165995,-4.2025547498
166069,-4.2100028152
166169,-4.2260136505
166223,-4.2370584680
166225,-4.2242079305
166259,-4.2238317960
166363,-4.2273516290
166393,-4.2269456035
166479,-4.2199974710
166493,-4.2272032972
166497,-4.2268502801
166667,-4.2091185901
166718,-4.1847221051
166739,-4.1895619493
166747,-4.1834064765
166998,-4.1616594712
167054,-4.1519876369
167145,-4.1491685765
167347,-4.1383585292
167499,-4.1184995293
167509,-4.1314369357
167550,-4.1257945745
167695,-4.1242684671
167758,-4.1285317792
167816,-4.1347801806
167839,-4.1418961687
168095,-4.1374634584
168323,-4.1433068796
168326,-4.1549757896
168337,-4.1595044725
168417,-4.1361824885
168428,-4.1443422142
168513,-4.1365762133
168522,-4.1380037381
168580,-4.1248087722
168608,-4.1218323627
168658,-4.1300033762
168698,-4.1305562564
168738,-4.1348864728
168771,-4.1111145371
168929,-4.1184698053
168939,-4.1197970305
169011,-4.1193489541
169222,-4.1096081573
169266,-4.1096590549
169274,-4.0918176754
169433,-4.0895683117
169559,-4.0918713960
169656,-4.1023394565
169746,-4.0961746753
169764,-4.0927190261
170156,-4.0954210335
170201,-4.0723733723
170274,-4.0545322661
170279,-4.0485412130
170350,-4.0436863888
170360,-4.0324422441
170434,-4.0418148639
170641,-4.0323325116
170866,-4.0371628666
170986,-4.0339970718
171346,-4.0427986820
171608,-4.0456467514
171659,-4.0455741304
171691,-4.0471620874
171889,-4.0470728653
172076,-4.0444255271
172098,-4.0355540219
172164,-4.0552844508
172235,-4.0635062390
172265,-4.0328049330
172280,-4.0153155600
172376,-4.0120966603
172459,-3.9859711351
172460,-3.9867959796
172615,-4.0023124154
172978,-3.9964192538
172979,-4.0033331952
173036,-3.9948618836
173090,-3.9947374673
173124,-3.9976992821
173167,-4.0056812995
173169,-4.0050601495
173274,-4.0282387158
173325,-4.0284956210
173494,-4.0159198310
173881,-4.0349402414
174125,-4.0549650503
174128,-4.0635829790
174148,-4.0746243523
174284,-4.0745756177
174295,-4.0949007792
174571,-4.0970586348
174808,-4.1093484765
174965,-4.1120294021
174996,-4.1246563182
175042,-4.1311385480
175094,-4.1451453745
175314,-4.1522900061
175445,-4.1528341331
175469,-4.1517637804
175750,-4.1542307775
175958,-4.1563310474
176002,-4.1563803406
176012,-4.1499804278
176014,-4.1469394850
176026,-4.1267132686
176037,-4.1241647221
176038,-4.1375772047
176089,-4.1356996596
176316,-4.1557322747
176347,-4.1582623372
176444,-4.1594069035
176496,-4.1696271896
176799,-4.1720666616
176826,-4.1646790900
176894,-4.1705776937
176910,-4.1555773487
176974,-4.1422371024
176975,-4.1458722657
177218,-4.1137001048
177436,-4.0927425988
177447,-4.0951880747
177492,-4.0952069034
177608,-4.0992344743
177641,-4.1059817093
177745,-4.1028767017
177775,-4.0940209565
177821,-4.0963282231
177920,-4.1041927830
178049,-4.0866339847
178071,-4.0465001076
178130,-4.0717170095
178138,-4.0598311375
178171,-4.0443962075
178268,-4.0500103293
178417,-4.0296232824
178492,-4.0378679190
178555,-4.0433150808
178624,-4.0638706650
178708,-4.0642091606
178761,-4.0732184602
179085,-4.0849464650
179111,-4.0603012766
179240,-4.0442366228
179288,-4.0564310088
179327,-4.0657590799
179438,-4.0664712851
179445,-4.0777902949
179836,-4.0713534898
180208,-4.0642712970
180265,-4.0419698261
180331,-4.0495170043
180383,-4.0466601412
180409,-4.0472784121
180527,-4.0438613042
180653,-4.0473950315
180749,-4.0492949894
180868,-4.0469303532
180947,-4.0458969122
180979,-4.0471808980
181003,-4.0397943914
181165,-4.0270610555
181243,-4.0242160892
181306,-4.0132175405
181322,-4.0117254931
181839,-4.0281643012
181845,-4.0377240844
181920,-4.0320331035
181982,-4.0305608473
182036,-4.0117586020
182131,-4.0124419608
182261,-4.0322287863
182434,-4.0429420997
182453,-4.0467463363
182673,-4.0591762576
182725,-4.0864172952
182770,-4.0857778845
182928,-4.0814845510
182929,-4.0824863857
183083,-4.0676372670
183133,-4.0648659301
183312,-4.0516190813
183351,-4.0526653465
183403,-4.0379430229
183409,-4.0396043251
183439,-4.0363388772
183511,-4.0194744849
183606,-4.0134395075
183709,-4.0047456815
183899,-4.0206745014
183945,-4.0406149670
183951,-4.0419351904
184000,-4.0277566919
184076,-4.0062769183
184132,-4.0363429646
184227,-4.0365932195
184240,-4.0400097620
184313,-4.0345878422
184340,-4.0288394112
184397,-4.0321004276
184811,-4.0250896806
184850,-4.0237744434
184866,-4.0323725299
185117,-4.0357628946
185194,-4.0359613033
185376,-4.0684008644
185538,-4.0666853076
185571,-4.0717376864
185747,-4.0669815425
185884,-4.0706376122
185893,-4.0767316944
185926,-4.0768908989
186049,-4.0646777089
186095,-4.0744888971
186098,-4.0947470905
186128,-4.1137450337
186244,-4.1166776375
186305,-4.1100255705
186430,-4.1312030084
186458,-4.1301507601
186545,-4.1085766738
186618,-4.1065590711
186681,-4.1040183801
186883,-4.1211219618
187041,-4.1185296848
187195,-4.1289187774
187334,-4.1405147792
187423,-4.1423220513
187449,-4.1150776856
187658,-4.1168063919
187784,-4.1032687986
187904,-4.1275372052
188018,-4.1286180096
188026,-4.1594588225
188027,-4.1594588225
188039,-4.1433931609
188052,-4.1402586571
188207,-4.1468884069
188368,-4.1406244880
188436,-4.1389597577
188477,-4.1283670708
188579,-4.1596656661
188601,-4.1673203259
188803,-4.1774061465
188804,-4.1844055086
188871,-4.1666983312
189005,-4.1618386267
189010,-4.1536055344
189116,-4.1584821762
189182,-4.1224268618
189197,-4.1023023653
189201,-4.1083775666
189423,-4.1108680235
189504,-4.1087669667
189740,-4.1090920113
189868,-4.1088861062
189977,-4.1081686485
190015,-4.1115974006
190056,-4.1063675144
190190,-4.1065739696
190192,-4.1092057596
190242,-4.1104003796
190414,-4.0952741994
190446,-4.0923243720
190477,-4.1169098599
190557,-4.1239741334
190571,-4.1265605058
190649,-4.1190058791
190682,-4.1086424973
190779,-4.1110228065
190826,-4.0871359794
190869,-4.1011148181
190937,-4.0924452997
191005,-4.0987496932
191162,-4.0974320638
191246,-4.0959024613
191533,-4.0961243873
191633,-4.0868788911
191648,-4.0807144496
191672,-4.0814903631
191786,-4.0852216670
191800,-4.0850258530
191829,-4.0903854266
191838,-4.0758449736
191913,-4.0512228399
192236,-4.0324581881
192425,-4.0330762394
192539,-4.0360678685
192605,-4.0366115886
192665,-4.0288338047
192689,-4.0317534954
192745,-4.0324443018
192795,-4.0286624580
192857,-4.0261524088
193107,-4.0341804946
193155,-4.0351245555
193200,-4.0331703275
193350,-4.0236048134
193391,-4.0362594205
193468,-4.0673834377
193565,-4.0751525619
194169,-4.0716728434
194335,-4.0355202448
194358,-4.0426115824
194543,-4.0422965084
194560,-4.0356415030
194645,-4.0427362789
194757,-4.0169423190
194860,-4.0152146599
194900,-4.0152599709
194913,-4.0169565119
194970,-4.0112328158
195064,-3.9900643319
195095,-3.9969655285
195255,-3.9985149057
195441,-4.0040037442
195561,-4.0033806083
195563,-4.0033806083
195592,-4.0255299152
195620,-4.0310133088
195638,-4.0098004113
195735,-4.0052044075
195769,-4.0087898868
195817,-4.0139308429
195838,-3.9812754999
195856,-3.9815746402
195878,-3.9791553788
195939,-3.9809068073
196147,-3.9986471467
196154,-4.0048895409
196169,-4.0088265219
196257,-4.0054783659
196328,-4.0034567642
196392,-4.0005097275
196459,-3.9946314409
196509,-4.0117913797
196607,-4.0020474434
197057,-3.9869814538
197113,-3.9950353454
197221,-3.9942001476
197356,-3.9702298517
197365,-3.9724888886
197426,-3.9753816317
197427,-3.9877841075
197442,-3.9778328227
197494,-3.9821740117
197496,-3.9775716978
197498,-3.9919902981
197719,-3.9967518747
197849,-4.0015086843
197901,-3.9909627210
197942,-3.9853124128
198013,-3.9893897784
198050,-4.0039599484
198115,-4.0016115009
198216,-4.0083080675
198220,-4.0041005118
198221,-3.9940548173
198481,-3.9815619989
198482,-3.9887644802
198485,-3.9833993805
198613,-3.9780557859
198751,-3.9883890692
198841,-3.9869151187
199073,-4.0000565995
199076,-4.0113647602
199144,-4.0160796123
199184,-4.0235142150
199400,-4.0284336645
199504,-4.0274109475
199531,-4.0340599328
199638,-4.0546359839
199753,-4.0499629566
200072,-4.0537896242
200085,-4.0620756415
200131,-4.0954674225
200146,-4.0839767186
200266,-4.0744878495
200277,-4.0886108759
200375,-4.0834975294
200495,-4.0863421671
200543,-4.0668743238
200657,-4.0546960439
200683,-4.0679074643
200723,-4.0726902241
200755,-4.0711363211
200798,-4.0839762351
200894,-4.0712444723
201002,-4.0805461164
201070,-4.0877433155
201192,-4.0988016690
201219,-4.1066957237
201265,-4.1103612470
201270,-4.1312677083
201386,-4.1211929659
201456,-4.1302740529
201542,-4.1425568709
201587,-4.1402662957
201650,-4.1446831682
201699,-4.1450403471
201800,-4.1345901248
201845,-4.1394626045
201882,-4.1383099096
202017,-4.1365138005
202165,-4.1368846955
202206,-4.1265116205
202242,-4.1314157067
202282,-4.1250506134
202294,-4.1183297323
202394,-4.1248169631
202434,-4.1210476725
202456,-4.1090454423
202545,-4.1067555491
203156,-4.1038516904
203264,-4.1044378701
203418,-4.1049344365
203442,-4.1008834812
203652,-4.1055721717
203805,-4.0957839421
203851,-4.0924051210
203873,-4.0678704469
203944,-4.0745558510
203950,-4.1002195233
204031,-4.1141389481
204095,-4.0968919847
204654,-4.0978548679
204705,-4.0868099532
204744,-4.0797074940
204844,-4.1050373142
204849,-4.0910210611
204948,-4.0966022009
204957,-4.0947798336
205064,-4.0967096714
205119,-4.0941470716
205128,-4.0959984835
205190,-4.1067520274
205326,-4.1097172409
205630,-4.1007452131
205632,-4.0685153868
205732,-4.0751390072
205758,-4.0737355998
205882,-4.0683450951
205911,-4.0765996215
206115,-4.0711565022
206313,-4.0791404447
206568,-4.0722997196
206641,-4.0721572872
206750,-4.0760831822
206767,-4.0789413052
206791,-4.0803994292
207326,-4.1128977599
207329,-4.1387909154
207338,-4.1119266231
207477,-4.1229588548
207746,-4.1566863958
207827,-4.1506010305
207834,-4.1474687649
207916,-4.1478842491
208233,-4.1473628478
208391,-4.1720186747
208413,-4.1642189145
208454,-4.1794810219
208531,-4.1690085997
208543,-4.1749287483
208608,-4.1758088880
208672,-4.1680364357
208705,-4.1676650563
208751,-4.1868409079
208922,-4.1765536467
209009,-4.1779696788
209018,-4.1766456160
209164,-4.1775683350
209487,-4.1869377777
209675,-4.1793276224
209755,-4.1813483951
209781,-4.1732237056
209866,-4.1749748807
210101,-4.1619475187
210171,-4.1514628245
210250,-4.1541075055
210778,-4.1629910095
210933,-4.1674912739
211272,-4.1757058923
211299,-4.1428040714
211555,-4.1600978009
211557,-4.1472757911
211676,-4.1404021593
211901,-4.1446739086
212150,-4.1339886473
212325,-4.1134297365
212819,-4.1149629156
212904,-4.1143479385
212928,-4.1126374097
212992,-4.1087260182
213002,-4.1170127809
213110,-4.1168833946
213284,-4.1153123751
213436,-4.1204852405
213501,-4.1218023135
213536,-4.1179530672
213544,-4.1230828105
213590,-4.1180669670
213599,-4.1159364851
213628,-4.1502155179
214179,-4.1436126315
214443,-4.1368990164
214467,-4.1298184973
214582,-4.1007240614
214826,-4.1055414484
214856,-4.1031305088
214873,-4.1204625184
214879,-4.1140123845
214889,-4.1331387071
214939,-4.1150663759
215285,-4.1093951633
215290,-4.1065825168
215299,-4.0957481339
215316,-4.0958626508
215339,-4.1024793822
215512,-4.1168636012
215550,-4.1191269930
215590,-4.1219764165
215606,-4.1270485977
215638,-4.1246566776
215711,-4.1001993707
215991,-4.0987274632
215992,-4.0973445983
216153,-4.1021045046
216160,-4.0913960930
216312,-4.0867860253
216607,-4.0861023467
216628,-4.1025010098
216640,-4.1080443145
216792,-4.1035966806
216938,-4.1029321165
216945,-4.1102914548
216974,-4.1209055360
217076,-4.1066252423
217300,-4.0963683776
217438,-4.0903857863
217631,-4.0820166835
217710,-4.1045529799
218013,-4.0951807140
218092,-4.0926691579
218110,-4.0932050378
218187,-4.0948517390
218524,-4.0935393100
218883,-4.0651455123
218884,-4.0660253181
219090,-4.0663744034
219274,-4.0689507263
219453,-4.0676277405
219509,-4.0631102629
219588,-4.0665861100
219727,-4.0655832705
219802,-4.0605240297
219834,-4.0665848066
219927,-4.0680030585
220008,-4.0669268012
220291,-4.0491268006
220413,-4.0499513041
220439,-4.0572971430
220742,-4.0535549422
220785,-4.0424216538
220929,-4.0376154551
220959,-4.0471419683
221054,-4.0531116400
221136,-4.0549897572
221336,-4.0518658278
221455,-4.0359349971
221471,-4.0444172947
221492,-4.0507022392
221586,-4.0804592778
221600,-4.0923314614
221782,-4.0935553473
222014,-4.0922760809
222128,-4.1123724515
222149,-4.1141355536
222177,-4.1134134595
222605,-4.1117391672
222692,-4.1153103714
222751,-4.1321688810
222853,-4.1236309469
222993,-4.1242244145
223038,-4.1270141780
223403,-4.1058747282
223414,-4.1210195435
223503,-4.1329539336
223659,-4.1258186721
223781,-4.1266996007
223836,-4.1333505914
224010,-4.1398307887
224066,-4.1383406780
224068,-4.1392907560
224081,-4.1394821673
224107,-4.1179069782
224197,-4.1230652638
224381,-4.1203189940
224432,-4.1247194359
224493,-4.1128361721
224593,-4.1065724353
224596,-4.0927179579
224648,-4.0952543032
224679,-4.0991436769
224708,-4.1149373031
224814,-4.1235084027
224922,-4.1191371194
224928,-4.1207159535
225192,-4.1157830794
225240,-4.1187231824
225241,-4.1258435175
225315,-4.1580323594
225719,-4.1457159739
225744,-4.1126443504
225810,-4.1249659863
225935,-4.1205499597
225973,-4.1230054038
225978,-4.1226730285
226012,-4.1156567566
226047,-4.1011807444
226091,-4.1055944528
226330,-4.0939786810
226387,-4.0882573148
226475,-4.0722229391
226528,-4.0715522453
226584,-4.0905250697
226634,-4.0677716494
226932,-4.0827274495
226972,-4.0968861561
227025,-4.0790201040
227051,-4.0623063678
227146,-4.0602588689
227258,-4.0842948826
227379,-4.0853212276
227414,-4.0963506889
227419,-4.1019876632
227432,-4.0882465442
227509,-4.0898100759
227604,-4.0878916185
227944,-4.0673396874
228065,-4.0650012763
228071,-4.0516850392
228297,-4.0509965557
228480,-4.0423992896
228484,-4.0384059631
228496,-4.0275601483
228582,-4.0268210243
228727,-4.0225392039
228819,-4.0212893762
228989,-4.0240394601
229047,-4.0192078693
229052,-4.0435855970
229089,-4.0204257902
229113,-4.0328596409
229137,-4.0449482071
229359,-4.0697943107
229397,-4.0616176650
229571,-4.0561765256
229605,-4.0464845742
229642,-4.0282196595
229735,-4.0342562471
229779,-4.0243870519
229823,-4.0271638969
229964,-4.0249333239
229990,-4.0147142093
230002,-4.0279102795
230013,-4.0503324620
230044,-4.0332912105
230184,-4.0231217277
230207,-4.0241455793
230328,-4.0293331845
230509,-4.0516753607
230638,-4.0602833197
230656,-4.0491242044
230830,-4.0655831791
231172,-4.0599386061
231222,-4.0517064426
231269,-4.0495512502
231288,-4.0453083694
231305,-4.0535982438
231343,-4.0460455168
231362,-4.0401671804
231400,-4.0539454056
231451,-4.0591521015
231518,-4.0682438829
231687,-4.0710268685
231862,-4.0690677991
231888,-4.0726784273
232017,-4.0729654686
232060,-4.0834270657
232463,-4.0986383213
232598,-4.0949298744
232775,-4.0907327930
233108,-4.0943535728
233112,-4.0985983345
233311,-4.0844657535
233333,-4.0792121656
233505,-4.0942712597
233603,-4.1017698540
233604,-4.0865995137
233847,-4.0870566388
234014,-4.0987775084
234204,-4.0926906845
234252,-4.1088999106
234318,-4.1345094540
234376,-4.1670283555
234436,-4.1617833626
234452,-4.1722555725
234799,-4.1784317620
234910,-4.1839946939
234916,-4.1579322847
234972,-4.1559174752
235138,-4.1597670659
235514,-4.1628865621
235572,-4.1575955356
235593,-4.1630430035
235600,-4.1276716997
235605,-4.1320246509
235701,-4.1244418606
235897,-4.1201072263
236120,-4.1244305090
236176,-4.1375908679
236196,-4.1736487700
236399,-4.1799548162
236435,-4.1845304556
236587,-4.1867909016
236603,-4.1859838811
236797,-4.1846043089
236916,-4.1805026250
236975,-4.1659912748
237029,-4.1676911072
237054,-4.1735955837
237287,-4.1751780770
237611,-4.1487096565
237806,-4.1438138904
238237,-4.1405416122
238241,-4.1419831242
238296,-4.1459001983
238380,-4.1350974677
238513,-4.1344916670
238581,-4.1414902857
238864,-4.1249620167
239158,-4.1478074735
239234,-4.1604319487
239267,-4.1622846394
239430,-4.1570282836
239541,-4.1213009114
239898,-4.1315027786
239973,-4.1337556491
240195,-4.1221462188
240270,-4.1153554383
240310,-4.1243274759
240411,-4.1207496480
240539,-4.1061933601
240608,-4.1137881006
240681,-4.1005062533
240856,-4.0900309786
240866,-4.1039864474
240896,-4.0980115666
241031,-4.1036931080
241068,-4.0880746900
241089,-4.1006994105
241333,-4.0941502648
241446,-4.0905718213
241448,-4.0957581858
241563,-4.0972161195
241783,-4.0980230238
241844,-4.1103263116
242105,-4.1014629793
242116,-4.1113093935
242132,-4.1112005578
242163,-4.1050125540
242251,-4.0842644791
242254,-4.0848996839
242385,-4.0874861114
242466,-4.0773890454
242468,-4.0656554235
242521,-4.0626639797
242533,-4.0591737965
242698,-4.0484825068
242715,-4.0559662954
242772,-4.0629475956
242821,-4.0581095554
242860,-4.0543106211
242890,-4.0550179530
243207,-4.0700321492
243223,-4.0701189560
243234,-4.0685241635
243293,-4.0645290690
243314,-4.0696338184
243466,-4.0698845677
243513,-4.0694003070
243862,-4.0561963040
243940,-4.0557169983
244043,-4.0724789567
244152,-4.0719851023
244178,-4.0683339136
244489,-4.0757755129
244661,-4.0714833593
244710,-4.0545805245
244828,-4.0447444894
244831,-4.0584157428
244836,-4.0548144985
245039,-4.0598853020
245082,-4.0654484971
245103,-4.0586448635
245353,-4.0587423925
245364,-4.0494754342
245399,-4.0502895148
245443,-4.0514803358
245650,-4.0707894736
245785,-4.0831289232
245916,-4.1045138415
245926,-4.1052562194
245998,-4.1054340298
246041,-4.0927008203
246042,-4.0945916150
246087,-4.0865728156
246187,-4.0919219519
246343,-4.0857283661
246806,-4.0721774311
246921,-4.0726528746
247038,-4.0534406560
247125,-4.0630220272
247162,-4.0653410952
247239,-4.0764478724
247371,-4.0662561632
247433,-4.0731608901
247558,-4.0692395409
247622,-4.0672724443
247699,-4.0376922364
247714,-4.0398714233
247792,-4.0358751429
247831,-4.0341415325
247833,-4.0334737372
247982,-4.0210344824
248028,-4.0178548956
248097,-4.0041169817
248100,-4.0118579089
248222,-4.0011743428
248491,-3.9904981637
248567,-3.9983007813
248579,-4.0110518042
248637,-4.0101309587
248667,-4.0156512778
248715,-4.0096900684
248914,-4.0174087489
248939,-4.0143887206
248993,-3.9898427096
249153,-3.9760147742
249220,-3.9734430256
249231,-3.9764208628
249321,-3.9643190736
249496,-3.9678077543
249602,-3.9900171624
249796,-3.9937627968
249870,-3.9736831662
250405,-3.9634699936
250414,-3.9644349526
250641,-3.9713426248
250757,-3.9760217041
250760,-3.9548038866
250791,-3.9528087507
250799,-3.9569456980
250805,-3.9616980895
251116,-3.9592395196
251120,-3.9606248211
251334,-3.9688128814
251362,-3.9830337017
251542,-3.9870678079
251553,-3.9887264530
251580,-3.9880510143
251604,-3.9900958519
251659,-4.0097975012
251685,-4.0052755404
251806,-4.0048904263
251813,-3.9900026527
251856,-3.9990637439
251884,-4.0343273483
251912,-4.0389649382
252139,-4.0269117193
252159,-4.0365200660
252229,-4.0289715144
252364,-4.0428528872
252369,-4.0275344958
252375,-4.0312702451
252423,-4.0462786817
252429,-4.0350199367
252442,-4.0332186593
252456,-4.0287040704
252584,-4.0263818915
252596,-4.0307126213
252658,-4.0504487763
252674,-4.0539223720
252712,-4.0473561038
252777,-4.0398704233
252958,-4.0470000405
252993,-4.0555852739
253039,-4.0597688070
253053,-4.0736128977
253063,-4.0707366074
253067,-4.0739797753
253254,-4.0617372208
253342,-4.0636796932
253347,-4.0526670878
253518,-4.0645895257
253531,-4.0691925945
253545,-4.0836262496
253647,-4.0764235250
254060,-4.0744347959
254062,-4.0830256132
254207,-4.0615814593
254233,-4.0622950040
254396,-4.0690994418
254413,-4.0582686494
254462,-4.0616395883
254514,-4.0653368753
254544,-4.0821255502
254556,-4.0769961431
254708,-4.0787357036
254732,-4.0967163259
254778,-4.0974617610
254912,-4.1086277387
255116,-4.0956999361
255138,-4.1061571708
255202,-4.1092332125
255203,-4.1003358705
255281,-4.0919639959
255507,-4.1061508954
255579,-4.0926503144
255600,-4.0760454371
255762,-4.0706953445
255797,-4.0756223554
255800,-4.0932350286
255824,-4.0918256162
255832,-4.1149752251
255865,-4.1116503463
255960,-4.1116335115
256044,-4.1160101006
256066,-4.1164223594
256072,-4.1026069230
256074,-4.1016954075
256184,-4.1073943964
256241,-4.1053699327
256250,-4.0984110156
256337,-4.1126406565
256851,-4.1138914445
256873,-4.1100773809
257049,-4.1054437139
257326,-4.1169661434
257370,-4.1137675765
257500,-4.1120324000
257533,-4.1227931661
257549,-4.1244162518
257957,-4.1306938636
258157,-4.0917114966
258452,-4.0926143442
258486,-4.0970109965
258548,-4.0828732448
258600,-4.1129646847
258612,-4.1184188922
258633,-4.1245968689
258763,-4.1089317107
258836,-4.1050226001
259049,-4.0990278649
259268,-4.0900915163
259375,-4.0863383204
259454,-4.0864181574
259497,-4.0905093065
259634,-4.0788122774
259636,-4.0568714830
259744,-4.0269550272
259749,-4.0273883124
259864,-4.0376725629
259931,-4.0480805843
260001,-4.0506869389
260070,-4.0585960528
260142,-4.0680236591
260336,-4.0767973734
260444,-4.0581809213
260514,-4.0604249906
260596,-4.0377323751
260624,-4.0577069110
260633,-4.0646933027
260699,-4.0734237717
260766,-4.0668666766
260769,-4.0697421656
260913,-4.0442287969
260929,-4.0290577240
261017,-4.0307121698
261032,-4.0273219872
261068,-4.0423657764
261104,-4.0471116247
261142,-4.0458988010
261194,-4.0454012455
261252,-4.0402772527
261363,-4.0273956322
261369,-4.0363252114
261386,-4.0481154182
261488,-4.0469665099
261519,-4.0456510636
261544,-4.0212790235
261632,-4.0136524648
261705,-4.0273540541
261713,-4.0286439762
261719,-4.0328072544
261751,-4.0182175786
261795,-4.0123243990
261801,-4.0675060938
261880,-4.0715768908
261902,-4.0770869648
262132,-4.0739528889
262336,-4.0782162596
262389,-4.0802395870
262636,-4.0870173342
262651,-4.0852105127
262676,-4.0788541725
262821,-4.0839161962
262944,-4.0944641983
263129,-4.1031614297
263137,-4.1055970064
263302,-4.1281270360
263427,-4.1162000124
263693,-4.1227365584
263742,-4.1232192829
263749,-4.1191466415
263965,-4.1068833842
264086,-4.0980489992
264104,-4.0639215934
264169,-4.0529032695
264174,-4.0433606520
264184,-4.0510194877
264195,-4.0554146816
264369,-4.0637374293
264492,-4.0607269200
264545,-4.0649012850
264579,-4.0803534707
264592,-4.0821967218
264616,-4.0908035210
264797,-4.0873978060
264798,-4.1130722720
264845,-4.1355529103
265123,-4.1320749989
265259,-4.1464859560
265307,-4.1496708182
265562,-4.1439557859
265797,-4.1347448603
265845,-4.1271624940
265885,-4.1194269335
266121,-4.1158736913
266136,-4.1091733907
266150,-4.0939153648
266216,-4.0753402318
266279,-4.0767402208
266327,-4.0774595175
266368,-4.0758016679
266398,-4.0713627870
266656,-4.0543619578
266688,-4.0541627787
267006,-4.0699979944
267105,-4.0761925083
267122,-4.0734989549
267135,-4.0762734944
267416,-4.0845848767
267464,-4.0714919103
267513,-4.0751242468
267666,-4.0628019430
267981,-4.0433872278
268061,-4.0395383964
268075,-4.0429247595
268104,-4.0161827333
268186,-4.0015674613
268506,-3.9999380477
268521,-4.0101682938
268538,-4.0032774509
268705,-3.9922971989
268751,-3.9773534150
268753,-3.9820002919
268755,-3.9815929768
268983,-3.9809830846
268988,-3.9842336342
269054,-3.9852264153
269055,-3.9851670827
269069,-3.9759314278
269092,-3.9664142350
269235,-3.9752601715
269394,-3.9814975984
269489,-3.9792432944
269520,-3.9782958103
269521,-3.9782958103
269585,-4.0090722733
269587,-3.9959751539
269641,-3.9934031583
269658,-4.0092483979
269751,-3.9992618203
269811,-4.0050415248
269829,-3.9956799450
269871,-4.0138417338
269939,-4.0170106780
270026,-4.0133799035
270071,-4.0041362424
270221,-4.0044306676
270248,-4.0032369363
270353,-3.9913712394
270385,-3.9878445437
270467,-3.9906286376
270469,-3.9929828830
270520,-4.0095366095
270656,-4.0140506596
270688,-4.0316610892
270705,-4.0351409769
270730,-4.0322295440
270763,-4.0223710851
271057,-4.0135747906
271192,-3.9938151746
271258,-3.9872655549
271268,-3.9951447402
271600,-4.0006947760
271650,-3.9979356251
271795,-3.9978947957
271817,-3.9846370230
272059,-4.0028949406
272077,-4.0041919414
272318,-3.9946695964
272432,-3.9958020272
272458,-3.9955024681
272493,-3.9774596708
272606,-3.9768103026
272642,-3.9515390237
272689,-3.9619099611
272746,-3.9635081418
272790,-3.9741548169
273031,-3.9772234074
273183,-3.9819877673
273365,-3.9879886979
273392,-3.9891447440
273396,-4.0061781536
273418,-3.9884849951
273484,-3.9940703883
273508,-3.9951054712
273642,-3.9987021726
273670,-4.0049172362
273751,-4.0186514647
273890,-4.0314493868
274052,-4.0433652943
274101,-4.0459959915
274102,-4.0459959915
274133,-4.0407814660
274148,-4.0498188255
274161,-4.0708055583
274171,-4.0715045657
274202,-4.0879550823
274287,-4.1003067954
274355,-4.0948701129
274500,-4.0813993346
274528,-4.0839278980
274579,-4.0873581605
274606,-4.1080240572
274824,-4.1047009134
274884,-4.1244551310
274900,-4.1273011090
274914,-4.1315590137
275156,-4.1392576796
275241,-4.1603919715
275250,-4.1732385036
275389,-4.1972340451
275509,-4.2023870979
275761,-4.2040162628
275949,-4.1898883092
276105,-4.2165854310
276150,-4.2266553190
276185,-4.1954057644
276283,-4.1761843550
276355,-4.1722169560
276468,-4.1959602669
276481,-4.2168711463
276501,-4.2200628283
276586,-4.2148709619
276744,-4.2131064940
277084,-4.2182619422
277143,-4.2270279659
277238,-4.2329712739
277304,-4.2499182771
277487,-4.2517004763
277599,-4.2558798677
277698,-4.2553649630
277815,-4.2311343307
277927,-4.2248592392
278122,-4.2227386742
278469,-4.2199520534
278529,-4.2114600802
278536,-4.2030672904
278576,-4.2041047824
278643,-4.1967146395
278684,-4.2304330368
279253,-4.2284925096
279256,-4.2295399235
