last_energy,proposed_energy
-27913.01922728209,-27912.894469208295
-27913.01922728209,-27912.924019378894
-27913.01922728209,-27912.750198844675
-27913.01922728209,-27912.86968493866
-27913.01922728209,-27912.500722062934
-27913.01922728209,-27912.390209710233
-27913.01922728209,-27912.538011531786
-27913.01922728209,-27912.259422403302
-27913.01922728209,-27913.097657828766
-27913.097657828766,-27912.68274118459
-27913.097657828766,-27912.39311983168
-27913.097657828766,-27912.350458688492
-27913.097657828766,-27913.119996935373
-27913.119996935373,-27912.75116187331
-27913.119996935373,-27913.096554141437
-27913.096554141437,-27913.13106390385
-27913.13106390385,-27912.985657841222
-27913.13106390385,-27912.85123245133
-27913.13106390385,-27912.696669986643
-27913.13106390385,-27912.71271551414
-27913.13106390385,-27912.927105258117
-27913.13106390385,-27913.08119708605
-27913.13106390385,-27912.833598088146
-27913.13106390385,-27912.925112422883
-27913.13106390385,-27912.705920167627
-27913.13106390385,-27913.03885509091
-27913.13106390385,-27912.927105258117
-27913.13106390385,-27913.071662411065
-27913.071662411065,-27913.014006263104
-27913.071662411065,-27912.900882890033
-27913.071662411065,-27912.799772496597
-27913.071662411065,-27912.67126469128
-27913.071662411065,-27912.91100385335
-27913.071662411065,-27912.952608782383
-27913.071662411065,-27912.73374267073
-27913.071662411065,-27913.1892562626
-27913.1892562626,-27912.900737533873
-27913.1892562626,-27912.75305073326
-27913.1892562626,-27912.952313148813
-27913.1892562626,-27913.12209515368
-27913.12209515368,-27913.172408725582
-27913.172408725582,-27912.919862611547
-27913.172408725582,-27912.64366667929
-27913.172408725582,-27913.238192693316
-27913.238192693316,-27912.930102990234
-27913.238192693316,-27912.54132784156
-27913.238192693316,-27912.950342450134
-27913.238192693316,-27913.512216032734
-27913.512216032734,-27913.355415936523
-27913.512216032734,-27912.868418198344
-27913.512216032734,-27913.540457717223
-27913.540457717223,-27913.490689688653
-27913.490689688653,-27913.164320744145
-27913.490689688653,-27913.45505413263
-27913.45505413263,-27913.038178120714
-27913.45505413263,-27913.138005336852
-27913.45505413263,-27912.54599595059
-27913.45505413263,-27913.10294977451
-27913.45505413263,-27912.990170491194
-27913.45505413263,-27913.03484564311
-27913.45505413263,-27913.398118477202
-27913.398118477202,-27913.269352488147
-27913.398118477202,-27913.485646716155
-27913.485646716155,-27913.453092770833
-27913.453092770833,-27913.09069807447
-27913.453092770833,-27913.375081852908
-27913.375081852908,-27913.376912211847
-27913.376912211847,-27913.02718226336
-27913.376912211847,-27912.944633420095
-27913.376912211847,-27913.08720155403
-27913.376912211847,-27913.517761013514
-27913.517761013514,-27913.68785132432
-27913.68785132432,-27913.25584547912
-27913.68785132432,-27913.6217758056
-27913.68785132432,-27913.604294527166
-27913.604294527166,-27913.58445927137
-27913.58445927137,-27913.624813499442
-27913.624813499442,-27913.36601668223
-27913.624813499442,-27913.578085104607
-27913.624813499442,-27913.455575121778
-27913.624813499442,-27913.492201643163
-27913.624813499442,-27913.41949703436
-27913.624813499442,-27913.493088421492
-27913.624813499442,-27913.0229249473
-27913.624813499442,-27913.525571298636
-27913.624813499442,-27914.00380591742
-27914.00380591742,-27913.814295102253
-27914.00380591742,-27914.14089839761
-27914.14089839761,-27913.578170309203
-27914.14089839761,-27914.078500460244
-27914.14089839761,-27913.561351945864
-27914.14089839761,-27913.9414042649
-27914.14089839761,-27913.95302710549
-27914.14089839761,-27913.552028816703
-27914.14089839761,-27913.693487401848
-27914.14089839761,-27913.895321673976
-27914.14089839761,-27913.895321673976
-27914.14089839761,-27913.696808175828
-27914.14089839761,-27913.944199812777
-27914.14089839761,-27913.65827392974
-27914.14089839761,-27913.082132853808
-27914.14089839761,-27914.030712567157
-27914.14089839761,-27914.055843834714
-27914.055843834714,-27913.899062647637
-27914.055843834714,-27913.18369280846
-27914.055843834714,-27913.291223320695
-27914.055843834714,-27913.996520646775
-27914.055843834714,-27913.662336406655
-27914.055843834714,-27914.00788537623
-27914.00788537623,-27913.862487272803
-27914.00788537623,-27914.013944490147
-27914.013944490147,-27913.672998902253
-27914.013944490147,-27913.84505524318
-27914.013944490147,-27914.183282716906
-27914.183282716906,-27914.096924406687
-27914.183282716906,-27913.823342134772
-27914.183282716906,-27914.206595275875
-27914.206595275875,-27913.907860993182
-27914.206595275875,-27914.018038423368
-27914.206595275875,-27913.98575158036
-27914.206595275875,-27913.807891822165
-27914.206595275875,-27913.919252952128
-27914.206595275875,-27913.99531226211
-27914.206595275875,-27914.29265163511
-27914.29265163511,-27914.061423775463
-27914.29265163511,-27914.336303528653
-27914.336303528653,-27914.040807139405
-27914.336303528653,-27913.911749459705
-27914.336303528653,-27913.80963756823
-27914.336303528653,-27913.738841850856
-27914.336303528653,-27913.89907287947
-27914.336303528653,-27913.970243302905
-27914.336303528653,-27913.848716663146
-27914.336303528653,-27914.036904388595
-27914.336303528653,-27914.1494275025
-27914.336303528653,-27914.331614218387
-27914.336303528653,-27914.080186392144
-27914.336303528653,-27914.059342669825
-27914.336303528653,-27913.981324329878
-27914.336303528653,-27914.220608496224
-27914.336303528653,-27913.61527734986
-27914.336303528653,-27914.293158324966
-27914.293158324966,-27914.537610004703
-27914.537610004703,-27913.6661399321
-27914.537610004703,-27914.230665121737
-27914.537610004703,-27914.293717886707
-27914.537610004703,-27914.3976100563
-27914.537610004703,-27914.48017643002
-27914.48017643002,-27914.28133777337
-27914.48017643002,-27913.884907196007
-27914.48017643002,-27914.14979088862
-27914.48017643002,-27914.299520284905
-27914.48017643002,-27914.416433478433
-27914.48017643002,-27914.714054942444
-27914.714054942444,-27914.183793888347
-27914.714054942444,-27914.45418602497
-27914.714054942444,-27914.461300585666
-27914.714054942444,-27914.33491991055
-27914.714054942444,-27914.460761390274
-27914.714054942444,-27914.870757315613
-27914.870757315613,-27914.300440855208
-27914.870757315613,-27914.379328506766
-27914.870757315613,-27914.297930809655
-27914.870757315613,-27914.492102201155
-27914.870757315613,-27914.602897896137
-27914.870757315613,-27914.486775426987
-27914.870757315613,-27914.79791370149
-27914.870757315613,-27914.81067607663
-27914.870757315613,-27914.825312541965
-27914.870757315613,-27914.54882968875
-27914.870757315613,-27914.474072936035
-27914.870757315613,-27914.53033462075
-27914.870757315613,-27914.379328506766
-27914.870757315613,-27914.686784830574
-27914.870757315613,-27914.63205153627
-27914.870757315613,-27914.59388322906
-27914.870757315613,-27914.650938652023
-27914.870757315613,-27914.485851511217
-27914.870757315613,-27914.876374151867
-27914.876374151867,-27914.89910736914
-27914.89910736914,-27914.595848003184
-27914.89910736914,-27914.732923218995
-27914.89910736914,-27914.520112076818
-27914.89910736914,-27914.73932221428
-27914.89910736914,-27914.614300480036
-27914.89910736914,-27914.389745734472
-27914.89910736914,-27914.58777379056
-27914.89910736914,-27914.70578498015
-27914.70578498015,-27914.245339016205
-27914.70578498015,-27914.54094348468
-27914.70578498015,-27914.800588598668
-27914.800588598668,-27914.377485374425
-27914.800588598668,-27914.303524733186
-27914.800588598668,-27914.29227352454
-27914.800588598668,-27914.44770599141
-27914.800588598668,-27914.596457656433
-27914.800588598668,-27914.776997459732
-27914.800588598668,-27914.28989127136
-27914.800588598668,-27914.488315433206
-27914.800588598668,-27914.19456437629
-27914.800588598668,-27914.372108566025
-27914.800588598668,-27914.52453223922
-27914.800588598668,-27914.588245033112
-27914.800588598668,-27914.39681883105
-27914.800588598668,-27914.194564376292
-27914.800588598668,-27914.24785219519
-27914.800588598668,-27914.405276500365
-27914.800588598668,-27914.244111427193
-27914.800588598668,-27914.246036495228
-27914.800588598668,-27914.336653890958
-27914.800588598668,-27914.84626036463
-27914.84626036463,-27914.28986317948
-27914.84626036463,-27914.21519174234
-27914.84626036463,-27914.675430827876
-27914.84626036463,-27914.224390105308
-27914.84626036463,-27914.423320563805
-27914.84626036463,-27914.846697529018
-27914.846697529018,-27914.784180644598
-27914.846697529018,-27914.631079803105
-27914.846697529018,-27914.53206717676
-27914.846697529018,-27914.147006960455
-27914.846697529018,-27914.030981804022
-27914.846697529018,-27914.471682784828
-27914.846697529018,-27914.43903926663
-27914.846697529018,-27914.19858212761
-27914.846697529018,-27914.533613048043
-27914.846697529018,-27914.660636334713
-27914.846697529018,-27914.423990704316
-27914.846697529018,-27914.902973371703
-27914.902973371703,-27914.52314381286
-27914.902973371703,-27914.735748046547
-27914.902973371703,-27914.74357551337
-27914.902973371703,-27914.800104779904
-27914.902973371703,-27914.886112239095
-27914.886112239095,-27914.965029895775
-27914.965029895775,-27914.56666330011
-27914.965029895775,-27914.082350792654
-27914.965029895775,-27914.48221469945
-27914.965029895775,-27914.39959986807
-27914.965029895775,-27914.80108504228
-27914.965029895775,-27914.939266957183
-27914.939266957183,-27914.546285014327
-27914.939266957183,-27914.473033588718
-27914.939266957183,-27914.642464808403
-27914.939266957183,-27914.58810441046
-27914.939266957183,-27914.71863548684
-27914.939266957183,-27914.66727560856
-27914.939266957183,-27914.662908031434
-27914.939266957183,-27914.50531010136
-27914.939266957183,-27914.776987958347
-27914.939266957183,-27914.349777932603
-27914.939266957183,-27914.624644807212
-27914.939266957183,-27914.165545795942
-27914.939266957183,-27914.68621310195
-27914.939266957183,-27914.66281375737
-27914.939266957183,-27914.496771973678
-27914.939266957183,-27914.456936412484
-27914.939266957183,-27914.700219561666
-27914.939266957183,-27914.676523496288
-27914.939266957183,-27914.464301819866
-27914.939266957183,-27914.268961101123
-27914.939266957183,-27914.625586403945
-27914.939266957183,-27914.517253684273
-27914.939266957183,-27914.183822746512
-27914.939266957183,-27914.39051356309
-27914.939266957183,-27914.282273700923
-27914.939266957183,-27914.650439946527
-27914.939266957183,-27914.817771121197
-27914.939266957183,-27914.38544728149
-27914.939266957183,-27914.35438172273
-27914.939266957183,-27914.7325050873
-27914.939266957183,-27914.734337776947
-27914.939266957183,-27914.915238044825
-27914.915238044825,-27914.64328484793
-27914.915238044825,-27914.718653923286
-27914.915238044825,-27914.55235072649
-27914.915238044825,-27914.209549292984
-27914.915238044825,-27914.95224708354
-27914.95224708354,-27914.58947645194
-27914.95224708354,-27914.380724443003
-27914.95224708354,-27915.110950595903
-27915.110950595903,-27914.697460474523
-27915.110950595903,-27914.30821829066
-27915.110950595903,-27914.486225958095
-27915.110950595903,-27914.88244827002
-27915.110950595903,-27914.801862994875
-27915.110950595903,-27914.99098428748
-27915.110950595903,-27915.068524075345
-27915.068524075345,-27914.759515123773
-27915.068524075345,-27914.736234143933
-27915.068524075345,-27914.86283382069
-27915.068524075345,-27915.101134661578
-27915.101134661578,-27914.86217051895
-27915.101134661578,-27914.976280903444
-27915.101134661578,-27914.624656177803
-27915.101134661578,-27914.921620148456
-27915.101134661578,-27914.950548020723
-27915.101134661578,-27914.634060512537
-27915.101134661578,-27914.91946254252
-27915.101134661578,-27914.917982893738
-27915.101134661578,-27914.526348275485
-27915.101134661578,-27914.65805908972
-27915.101134661578,-27914.683653678803
-27915.101134661578,-27914.70952253232
-27915.101134661578,-27914.98293810266
-27914.98293810266,-27914.623331732888
-27914.98293810266,-27914.708428677586
-27914.98293810266,-27914.877249260997
-27914.98293810266,-27914.603736886544
-27914.98293810266,-27914.88399010858
-27914.98293810266,-27914.456353863858
-27914.98293810266,-27914.570544692375
-27914.98293810266,-27914.66494839579
-27914.98293810266,-27914.612353349145
-27914.98293810266,-27914.517904629654
-27914.98293810266,-27914.807591210047
-27914.98293810266,-27914.777641598263
-27914.98293810266,-27914.588304396722
-27914.98293810266,-27914.148826862587
-27914.98293810266,-27914.606329341197
-27914.98293810266,-27915.153500773078
-27915.153500773078,-27914.95538548752
-27915.153500773078,-27914.57135905399
-27915.153500773078,-27914.59793791387
-27915.153500773078,-27915.100635620107
-27915.153500773078,-27914.753915023874
-27915.153500773078,-27914.8172641666
-27915.153500773078,-27914.518260427685
-27915.153500773078,-27915.10932529833
-27915.10932529833,-27914.133910784323
-27915.10932529833,-27914.8734074475
-27915.10932529833,-27914.691195623684
-27915.10932529833,-27914.662681608705
-27915.10932529833,-27914.667362842018
-27915.10932529833,-27914.799512546313
-27915.10932529833,-27914.859186731923
-27915.10932529833,-27914.85196193323
-27915.10932529833,-27915.18149697999
-27915.18149697999,-27914.820394495327
-27915.18149697999,-27914.89908445245
-27915.18149697999,-27914.764908089957
-27915.18149697999,-27915.03568908818
-27915.18149697999,-27915.010917211483
-27915.18149697999,-27915.28451977098
-27915.28451977098,-27915.0588848411
-27915.28451977098,-27915.157736779674
-27915.28451977098,-27914.55254391125
-27915.28451977098,-27914.937763192924
-27915.28451977098,-27914.97900447227
-27915.28451977098,-27915.164661256098
-27915.164661256098,-27914.457631635443
-27915.164661256098,-27915.00400552414
-27915.164661256098,-27914.56268660944
-27915.164661256098,-27915.098315429444
-27915.098315429444,-27914.679943280375
-27915.098315429444,-27914.820806692023
-27915.098315429444,-27914.431660463015
-27915.098315429444,-27915.033475932858
-27915.098315429444,-27914.595814167777
-27915.098315429444,-27914.525439251815
-27915.098315429444,-27914.670405496418
-27915.098315429444,-27914.89195244575
-27915.098315429444,-27914.810034564005
-27915.098315429444,-27915.237508155467
-27915.237508155467,-27914.714727485727
-27915.237508155467,-27914.97968936719
-27915.237508155467,-27914.637272995555
-27915.237508155467,-27914.882422001967
-27915.237508155467,-27915.199760136577
-27915.199760136577,-27914.621728981685
-27915.199760136577,-27914.92963102148
-27915.199760136577,-27914.665995747586
-27915.199760136577,-27914.574247996814
-27915.199760136577,-27914.720753905007
-27915.199760136577,-27914.78966190415
-27915.199760136577,-27915.13371133677
-27915.199760136577,-27915.075518668913
-27915.199760136577,-27914.66453555103
-27915.199760136577,-27914.909310173498
-27915.199760136577,-27915.5595227143
-27915.5595227143,-27915.170582525083
-27915.5595227143,-27915.257989839178
-27915.5595227143,-27915.499438475363
-27915.5595227143,-27915.36547542701
-27915.5595227143,-27915.482147212257
-27915.5595227143,-27915.42657692666
-27915.5595227143,-27915.28938049487
-27915.5595227143,-27915.09792965595
-27915.5595227143,-27914.958791047207
-27915.5595227143,-27915.378688659483
-27915.5595227143,-27915.285996104718
-27915.5595227143,-27915.01498848392
-27915.5595227143,-27915.22596802379
-27915.5595227143,-27915.44688539557
-27915.5595227143,-27915.24404313419
-27915.5595227143,-27915.249156124093
-27915.5595227143,-27915.20241252847
-27915.5595227143,-27915.268393658298
-27915.5595227143,-27915.51521162344
-27915.5595227143,-27915.535588510986
-27915.535588510986,-27915.423761444
-27915.535588510986,-27915.37655604827
-27915.535588510986,-27915.232463749577
-27915.535588510986,-27915.178946396984
-27915.535588510986,-27915.062007308305
-27915.535588510986,-27915.148462680292
-27915.535588510986,-27915.704627510622
-27915.704627510622,-27915.766521358946
-27915.766521358946,-27915.766521358946
-27915.766521358946,-27915.490733873103
-27915.766521358946,-27915.43911980241
-27915.766521358946,-27915.319104688693
-27915.766521358946,-27915.215141657667
-27915.766521358946,-27915.45629870227
-27915.766521358946,-27915.37560570604
-27915.766521358946,-27915.148851496808
-27915.766521358946,-27915.241702966207
-27915.766521358946,-27915.003246079803
-27915.766521358946,-27915.316108523086
-27915.766521358946,-27915.43005615801
-27915.766521358946,-27915.169026639815
-27915.766521358946,-27914.863199901974
-27915.766521358946,-27915.325969473877
-27915.766521358946,-27915.373402784833
-27915.766521358946,-27915.200596710536
-27915.766521358946,-27915.28880387773
-27915.766521358946,-27914.68084014283
-27915.766521358946,-27915.345940608462
-27915.766521358946,-27915.568705331476
-27915.766521358946,-27915.665829097292
-27915.766521358946,-27915.297664460886
-27915.766521358946,-27915.89038654478
-27915.89038654478,-27915.415934919314
-27915.89038654478,-27915.087420699783
-27915.89038654478,-27915.696278319567
-27915.89038654478,-27915.505269802332
-27915.89038654478,-27915.744170795886
-27915.89038654478,-27915.44889578889
-27915.89038654478,-27915.78368308655
-27915.89038654478,-27915.045051588582
-27915.89038654478,-27915.899403184976
-27915.899403184976,-27915.447266306855
-27915.899403184976,-27915.539642395306
-27915.899403184976,-27915.882356952003
-27915.899403184976,-27915.43233001691
-27915.899403184976,-27915.373739253646
-27915.899403184976,-27915.485281814723
-27915.899403184976,-27915.699091129856
-27915.899403184976,-27915.48971014624
-27915.899403184976,-27915.653671286214
-27915.899403184976,-27915.785916548113
-27915.899403184976,-27915.490808662602
-27915.899403184976,-27915.7611995399
-27915.899403184976,-27915.638618878424
-27915.899403184976,-27915.750279464042
-27915.899403184976,-27915.963918915695
-27915.963918915695,-27915.37513397761
-27915.963918915695,-27915.5994052629
-27915.963918915695,-27915.685902369078
-27915.963918915695,-27915.591908089707
-27915.963918915695,-27915.539734431644
-27915.963918915695,-27915.81599724277
-27915.963918915695,-27915.552689106706
-27915.963918915695,-27915.57537739279
-27915.963918915695,-27915.502172443725
-27915.963918915695,-27915.912492932115
-27915.963918915695,-27915.726931110814
-27915.963918915695,-27915.478893532352
-27915.963918915695,-27915.66744173612
-27915.963918915695,-27915.94509117991
-27915.94509117991,-27915.657428893115
-27915.94509117991,-27915.486221061074
-27915.94509117991,-27915.63142873623
-27915.94509117991,-27915.52294254471
-27915.94509117991,-27915.670408469938
-27915.94509117991,-27915.17391665542
-27915.94509117991,-27915.371066442654
-27915.94509117991,-27915.770503453965
-27915.94509117991,-27915.732139336684
-27915.94509117991,-27915.7866145648
-27915.94509117991,-27915.282238166514
-27915.94509117991,-27915.010037874483
-27915.94509117991,-27915.560761384317
-27915.94509117991,-27915.459257551338
-27915.94509117991,-27915.62060072209
-27915.94509117991,-27915.756889186843
-27915.94509117991,-27915.765815351213
-27915.94509117991,-27915.30683579575
-27915.94509117991,-27915.641772739724
-27915.94509117991,-27915.52280867206
-27915.94509117991,-27915.295722789077
-27915.94509117991,-27915.7866145648
-27915.94509117991,-27915.7578531091
-27915.94509117991,-27915.5588669597
-27915.94509117991,-27915.409260763758
-27915.94509117991,-27915.85302103741
-27915.94509117991,-27915.753147477073
-27915.94509117991,-27915.745677027127
-27915.94509117991,-27915.650626034236
-27915.94509117991,-27915.82830713811
-27915.94509117991,-27916.111711509002
-27916.111711509002,-27915.912072694828
-27916.111711509002,-27915.70012457075
-27916.111711509002,-27915.87468251647
-27916.111711509002,-27915.86061246329
-27916.111711509002,-27915.596980790102
-27916.111711509002,-27915.9243687472
-27916.111711509002,-27915.555312055614
-27916.111711509002,-27915.6942275605
-27916.111711509002,-27915.815586150627
-27916.111711509002,-27915.952275473395
-27916.111711509002,-27915.66387267667
-27916.111711509002,-27915.466105582127
-27916.111711509002,-27915.715023696524
-27916.111711509002,-27915.99209202805
-27916.111711509002,-27915.955381746004
-27916.111711509002,-27915.928199180125
-27916.111711509002,-27915.755737136118
-27916.111711509002,-27915.844526661578
-27916.111711509002,-27915.731643637577
-27916.111711509002,-27915.87932389968
-27916.111711509002,-27915.482246034757
-27916.111711509002,-27915.815586150627
-27916.111711509002,-27915.407622732375
-27916.111711509002,-27915.610573363338
-27916.111711509002,-27915.506659246585
-27916.111711509002,-27915.934047786854
-27916.111711509002,-27916.251009096377
-27916.251009096377,-27915.653396625672
-27916.251009096377,-27915.99571043427
-27916.251009096377,-27916.013286388956
-27916.251009096377,-27915.85209401858
-27916.251009096377,-27915.68620439311
-27916.251009096377,-27915.83834566948
-27916.251009096377,-27915.995665314425
-27916.251009096377,-27915.590939376263
-27916.251009096377,-27916.445963653117
-27916.445963653117,-27916.163518794085
-27916.445963653117,-27916.482318155962
-27916.482318155962,-27915.862862522612
-27916.482318155962,-27916.03943379068
-27916.482318155962,-27916.264517025083
-27916.482318155962,-27916.18882481295
-27916.482318155962,-27915.929319194704
-27916.482318155962,-27915.80562942615
-27916.482318155962,-27916.157129187664
-27916.482318155962,-27915.86450932233
-27916.482318155962,-27916.133289193564
-27916.482318155962,-27916.10921479808
-27916.482318155962,-27916.016452902164
-27916.482318155962,-27915.938337171938
-27916.482318155962,-27916.19625571165
-27916.482318155962,-27916.142206796045
-27916.482318155962,-27915.894661424987
-27916.482318155962,-27916.43938479105
-27916.482318155962,-27916.222655779726
-27916.482318155962,-27915.892821306523
-27916.482318155962,-27916.42643743404
-27916.42643743404,-27916.236065368885
-27916.236065368885,-27916.035732629527
-27916.236065368885,-27916.045933582995
-27916.236065368885,-27916.095969507758
-27916.095969507758,-27915.740742714064
-27916.095969507758,-27915.546590734095
-27916.095969507758,-27915.68711173716
-27916.095969507758,-27915.705361828426
-27916.095969507758,-27915.97700381027
-27916.095969507758,-27915.95215835557
-27916.095969507758,-27915.839611968044
-27916.095969507758,-27915.716151076827
-27916.095969507758,-27915.929018682076
-27916.095969507758,-27915.965484933273
-27916.095969507758,-27915.859582503308
-27916.095969507758,-27915.969951349412
-27916.095969507758,-27915.68898630345
-27916.095969507758,-27915.942945635972
-27916.095969507758,-27915.574760799256
-27916.095969507758,-27915.75965414112
-27916.095969507758,-27915.625112558417
-27916.095969507758,-27916.19177106402
-27916.19177106402,-27915.902961445223
-27916.19177106402,-27916.052827203675
-27916.19177106402,-27915.729069269277
-27916.19177106402,-27915.729710216645
-27916.19177106402,-27915.96803857884
-27916.19177106402,-27915.88631541273
-27916.19177106402,-27915.722997062592
-27916.19177106402,-27916.006853624178
-27916.19177106402,-27915.80007426082
-27916.19177106402,-27915.920840962463
-27916.19177106402,-27915.795900794146
-27916.19177106402,-27916.22037973941
-27916.22037973941,-27915.867335560637
-27916.22037973941,-27916.342037188326
-27916.342037188326,-27915.888798877553
-27916.342037188326,-27915.860310039112
-27916.342037188326,-27916.17713661375
-27916.17713661375,-27915.30433321539
-27916.17713661375,-27915.50093530383
-27916.17713661375,-27915.674908936584
-27916.17713661375,-27915.730969956654
-27916.17713661375,-27915.184295445262
-27916.17713661375,-27915.831042615595
-27916.17713661375,-27915.360888971692
-27916.17713661375,-27915.883644729325
-27916.17713661375,-27915.94908419979
-27916.17713661375,-27916.31937617987
-27916.31937617987,-27916.05519906798
-27916.31937617987,-27916.0578346366
-27916.31937617987,-27915.962193225238
-27916.31937617987,-27915.775911073048
-27916.31937617987,-27915.6881535391
-27916.31937617987,-27916.127174234927
-27916.31937617987,-27916.003493560096
-27916.31937617987,-27915.90066697862
-27916.31937617987,-27916.006657304835
-27916.31937617987,-27915.64993563456
-27916.31937617987,-27916.012616896158
-27916.31937617987,-27915.75879682145
-27916.31937617987,-27915.951536846736
-27916.31937617987,-27915.777779745073
-27916.31937617987,-27916.162725654816
-27916.31937617987,-27916.211750124865
-27916.31937617987,-27915.452373734468
-27916.31937617987,-27915.473409446415
-27916.31937617987,-27915.99997632125
-27916.31937617987,-27915.991433204417
-27916.31937617987,-27915.888132372642
-27916.31937617987,-27916.015251049976
-27916.31937617987,-27916.1910808081
-27916.31937617987,-27915.901764990565
-27916.31937617987,-27915.68616519537
-27916.31937617987,-27916.13023568954
-27916.31937617987,-27915.67482943725
-27916.31937617987,-27915.943229164088
-27916.31937617987,-27915.831523839617
-27916.31937617987,-27916.129568192704
-27916.31937617987,-27916.374436199556
-27916.374436199556,-27916.16239789678
-27916.374436199556,-27916.400399786995
-27916.400399786995,-27915.983983175407
-27916.400399786995,-27915.79383048648
-27916.400399786995,-27916.039700551817
-27916.400399786995,-27915.63895761271
-27916.400399786995,-27915.780007977362
-27916.400399786995,-27915.813732830713
-27916.400399786995,-27915.6010930434
-27916.400399786995,-27916.75234913952
-27916.75234913952,-27916.46511330771
-27916.75234913952,-27916.286640865655
-27916.75234913952,-27916.409740182888
-27916.75234913952,-27916.81874089201
-27916.81874089201,-27916.479196504864
-27916.81874089201,-27916.281167277517
-27916.81874089201,-27916.699778799866
-27916.81874089201,-27916.338670322286
-27916.81874089201,-27916.47710866496
-27916.81874089201,-27916.591816419997
-27916.81874089201,-27916.61101121241
-27916.81874089201,-27916.237486228623
-27916.81874089201,-27916.48710921544
-27916.81874089201,-27916.767833210935
-27916.767833210935,-27916.499697322903
-27916.767833210935,-27916.031527554365
-27916.767833210935,-27916.601558201735
-27916.767833210935,-27916.90407518938
-27916.90407518938,-27916.563322498245
-27916.90407518938,-27916.099939589025
-27916.90407518938,-27915.927171248928
-27916.90407518938,-27916.493843614277
-27916.90407518938,-27916.24817649207
-27916.90407518938,-27916.71767965137
-27916.90407518938,-27917.03531091936
-27917.03531091936,-27917.03531091936
-27917.03531091936,-27916.48175775976
-27917.03531091936,-27915.909950195604
-27917.03531091936,-27916.495727270332
-27917.03531091936,-27916.768756922433
-27917.03531091936,-27916.22814650794
-27917.03531091936,-27916.730226520453
-27917.03531091936,-27916.607220135957
-27917.03531091936,-27916.35869404905
-27917.03531091936,-27916.806625234305
-27917.03531091936,-27916.601738523063
-27917.03531091936,-27916.492317459702
-27917.03531091936,-27916.79683276925
-27917.03531091936,-27916.762294303317
-27917.03531091936,-27916.230264083788
