iter,delta_E_meV_per_atom
6046,-14.101442829080042
6220,-14.1049599743601
6244,-14.141288826911477
6262,-14.137179370103695
6363,-14.180468927253969
6381,-14.205322271343903
6428,-14.332424950880522
6715,-14.294537930785737
6814,-14.308080249753402
6886,-14.291106105880317
6906,-14.319781880687515
6942,-14.27803773571577
7036,-14.380217347024882
7153,-14.534163080908911
7406,-14.573414621954726
7426,-14.547660583793913
7497,-14.553395322422148
7535,-14.480459268223058
7619,-14.30632874062212
7786,-14.568352429309016
7824,-14.33212622584324
8030,-14.352872365809162
8060,-14.261609645287535
8188,-14.299490688288643
8236,-14.604878953963635
8362,-14.584414214623393
8791,-14.58710533012345
8842,-14.63130940440169
9127,-14.605763040992315
9138,-14.497745545162616
9230,-14.404206721766968
9238,-14.582868430272356
9533,-14.60869438802547
9534,-14.60869438802547
9820,-14.66578887079595
