iter,delta_E_meV_per_atom
889,-4.850694328197278
901,-5.085999328806793
905,-4.989602724454016
906,-5.024919282979681
910,-5.030282639931102
918,-5.03135683162327
943,-5.274013485315663
956,-5.321652112543234
963,-5.214688683667191
972,-5.223112634157587
978,-5.257403105304547
983,-5.106653593800729
989,-4.643579190265882
1008,-4.678676478841226
1033,-4.625479358626762
1036,-4.7694085848052055
1037,-4.83095382656029
1038,-4.87797203502123
1041,-4.945773726729385
1052,-4.85388819835498
1057,-4.794200059659488
1068,-4.748949492524844
1087,-4.800224268943566
1107,-4.896035197594756
1115,-4.814407093512273
1129,-5.163914064767596
1131,-5.041784900444327
1151,-5.0067531122113
1153,-5.093834133531345
1177,-5.281534781970549
1197,-5.496820526841475
1205,-5.262509328294982
1212,-5.175651079418458
1216,-5.339061557118839
1226,-5.3384941479962436
1230,-5.303824941191124
1236,-5.358673305090633
1238,-5.254467488706723
1262,-5.222690301379771
1268,-5.177378877226147
1281,-5.317349272983847
1284,-5.448338882164535
1287,-5.458612154427101
1292,-5.409823174515623
1294,-5.309398267076176
1306,-5.023385363067064
1309,-5.023385363067064
1312,-4.88959683376379
1318,-4.851181410394929
1320,-4.607380813016789
1322,-4.755416690710263
1327,-4.814900038087217
1340,-4.851429793969146
1347,-4.880110019032145
1351,-4.452913908568007
1353,-4.669551688930369
1364,-4.815038579123211
1370,-4.845819254303933
1375,-4.855729940700257
1385,-4.748450405495532
1408,-4.801864973935153
1410,-4.823883508448489
1411,-4.823883508448489
1413,-4.693384805774258
1416,-4.600116145524225
1429,-4.367483549456665
1431,-4.367483549456665
1432,-4.36260873575884
1433,-4.591414658061694
1438,-4.767045293439878
1440,-4.95875825973053
1443,-4.940159648624103
1457,-4.9940042944435845
1460,-5.046291528600705
1461,-5.086570120889519
1463,-5.165418731157843
1469,-5.0647194073026185
1477,-4.780005383687239
1478,-4.760156764437852
1484,-4.758538193764252
1486,-4.851274278593337
1497,-4.975728653898841
1508,-4.989360443338228
1509,-4.872116188573273
1517,-4.863866894647799
1522,-4.808312528934039
1528,-4.635066113234643
1529,-4.6921605498719146
1535,-4.9168010375979065
1555,-4.896456797770952
1577,-5.195853936565982
1582,-5.360653008898225
1599,-5.295863293718867
1603,-5.243571799179335
1605,-5.100667232225533
1608,-5.001679382879956
1619,-4.94362811344763
1633,-4.9723658137299935
1635,-5.08842058431037
1639,-5.098046383955079
1643,-5.08631987271292
1648,-4.956255822940875
1651,-4.909790674992109
1653,-4.679040977229306
1657,-4.763446882367134
1666,-4.756137320335256
1669,-4.810322383586026
1674,-4.797290067726863
1679,-5.204739046141185
1690,-5.416062360491196
1696,-5.416062360491196
1713,-5.309585807783151
1717,-5.428940565405355
1732,-5.424207013948035
1746,-5.287631741590303
1749,-5.190528797014849
1751,-5.762715435066639
1755,-5.676358157867071
1762,-5.696764021224226
1771,-5.7843828975492215
1778,-5.599747304371704
1801,-5.46452734104605
1821,-5.336405823280074
1829,-5.446801238278567
1840,-5.38751250770656
1846,-5.325412647460325
1857,-5.322120291122701
1858,-5.37870737929552
1862,-5.48731392699483
1867,-5.661468124097155
1870,-5.974246359332028
1871,-5.766617698718619
1897,-5.869030221543653
1904,-5.757581467172713
1912,-5.6825409347475215
1939,-5.605831880820915
1943,-5.616701197071961
1956,-5.66476726336623
1964,-5.534642626353161
1972,-5.6035949396573415
1979,-5.562585824944108
1986,-5.636399874885683
1987,-5.955492847060668
1993,-6.022468214760011
2003,-5.994761565263616
2010,-6.0312428293254925
2026,-5.851980063256633
2067,-5.564504666464927
2084,-5.589608521731861
2098,-5.936012747100904
2107,-6.230100550717907
2111,-6.011242375490838
2132,-6.19427627289042
2136,-6.1272695217703586
2137,-6.1272695217703586
2140,-6.172747714826983
2146,-6.1977182476694
2155,-6.264846908394247
2160,-6.333864327167248
2167,-6.333864327167248
2181,-6.485405491323036
2187,-6.4823553449678
2197,-6.569257993291103
2209,-6.777324447284627
2218,-6.759572788574587
2224,-6.7272568158077775
2226,-6.582446639629779
2241,-6.310074413664552
2243,-6.498087062595005
2267,-6.54847409202921
2272,-6.4290335380792385
2282,-6.545510045863921
2295,-6.701216853623919
2308,-6.497669003234478
2314,-6.635139776619326
2320,-6.538337800964655
2328,-6.825086757817189
2344,-6.767869901803351
2373,-6.762871160957729
2377,-6.415526352258894
2388,-6.402568614743359
2393,-6.409148624905356
2400,-6.349547337529657
2415,-6.067019197045738
2417,-6.110759989453072
2424,-6.001538226970297
2443,-5.948523534942069
2444,-5.725056443727226
2450,-5.615583704751771
2496,-5.6552127198228845
2505,-5.5070503557763
2518,-5.5913497258552525
2528,-5.639043604081962
2535,-5.787089799909154
2539,-5.1785747210306
2540,-5.162416276310978
2541,-5.162416276310978
2562,-5.221795521585591
2566,-5.028175236489915
2567,-5.148348467300821
2571,-5.345099047888652
2600,-5.514950259104808
2619,-5.687909851476434
2623,-5.898392746832542
2625,-5.574850053035334
2631,-5.469833653776732
2640,-5.406236009759596
2643,-5.4569241931676515
2654,-5.550485345451307
2659,-5.555805322892411
2664,-5.4853483518600115
2671,-5.373565706118825
2682,-5.400317026895209
2683,-5.287436280264956
2688,-5.1828714412367844
2690,-5.182751317413931
2702,-4.974341052973614
2719,-5.022174245950737
2726,-4.9909596831857925
2730,-5.020615699930204
2733,-4.73324375546872
2744,-4.729425048855774
2745,-5.017401295233867
2747,-5.056655975691683
2748,-5.010690057282773
2749,-4.9693456695531495
2764,-5.169993375420745
2765,-5.1282488964170625
2785,-5.064654757617973
2806,-5.056257534131873
2807,-5.056257534131873
2809,-5.201129248307552
2813,-5.383542845014745
2816,-5.112098492609221
2820,-5.112098492609221
2826,-5.4905890372428985
2832,-5.424817772061942
2834,-5.3965732961005415
2839,-5.471632416272769
2846,-5.438763053261937
2847,-5.304071586338978
2859,-5.477782706344442
2866,-5.205732981678011
2873,-5.171221820652136
2882,-5.2055818320732214
2889,-5.340962110985856
2899,-5.2876403583541105
2905,-5.568351552949025
2907,-5.55584233404079
2912,-5.402971729195997
2918,-5.63957347863834
2931,-5.838612734340131
2945,-5.9320630449547025
2969,-5.911346347784274
3002,-6.126508374036348
3003,-6.126508374036348
3009,-6.379107680375455
3011,-6.210112974047661
3012,-6.210112974047661
3016,-6.176816518272972
3021,-5.876459063565562
3045,-6.218072359068174
3046,-6.218072359068174
3048,-6.300945275219419
3071,-6.400942105006834
3108,-6.035334316409717
3109,-5.937243450305687
3114,-5.705666542486142
3117,-5.9617078622977715
3122,-5.9916185641122865
3138,-6.067823745179339
3146,-5.935550229787623
3153,-5.760343991587433
3156,-5.696094364629971
3158,-5.814237783069984
3160,-5.743766217186931
3161,-5.825728917312517
3162,-5.8325772165371745
3166,-5.871855169803894
3178,-6.1572107514839445
3181,-6.571039808190108
3186,-6.50694507321532
3190,-6.494673396180588
3203,-6.61861155321094
3228,-6.805423623060051
3238,-6.89791581265672
3239,-6.915138247197319
3242,-6.96528820601452
3249,-6.940306792999763
3272,-7.065586690598138
3305,-6.858725745390984
3314,-6.947702446224866
3323,-6.615283148996241
3350,-6.413669202156598
3360,-6.630732459263527
3387,-6.555060515442165
3399,-6.550068453590939
3401,-6.603467031149194
3407,-6.672490305165411
3416,-6.7372655334474985
3433,-6.739627993389149
3442,-6.730645068873855
3450,-6.431247776334203
3455,-6.46855505277199
3471,-6.427687315004732
3478,-6.433418404212716
3483,-6.313709389469295
3489,-6.379969825327862
3494,-6.334115600613586
3509,-6.216878503782937
3514,-6.2666308260158985
3527,-5.9865568626482855
3540,-5.811167815689259
3546,-5.814385245979793
3554,-5.698029172082897
3559,-5.810563280607312
3568,-5.7253204130720405
3579,-5.6720043820932915
3594,-5.602325283143728
3602,-5.723767010837037
3608,-5.857376100804686
3614,-6.086436952868098
3618,-6.112722426219989
3619,-6.035394535923842
3625,-6.106168148195138
3638,-6.045777387054841
3640,-6.059471730211953
3644,-6.117046595532884
3663,-6.229133619191998
3679,-6.1362657067256805
3691,-5.912661734306312
3704,-6.109906371944817
3726,-6.014578499798517
3735,-5.803622105711838
3749,-5.769584595363995
3752,-5.8552837191055005
3753,-5.937884351096727
3768,-5.7774713148101
3775,-5.849384502722387
3777,-5.860128877800889
3785,-5.824240218476916
3797,-5.814598642475175
3807,-5.755233998028416
3820,-5.722791179399792
3839,-5.778797911199945
3848,-5.996131073490687
3854,-6.037252804682794
3859,-6.107082223388716
3867,-6.4218735475042195
3869,-6.350447101940517
3872,-6.254668425935961
3876,-6.3393879817995185
3881,-6.286965175055229
3893,-6.257935564786749
3896,-6.3727644684913685
3903,-6.3418190103293455
3914,-5.952487966496847
3915,-6.010154422292544
3921,-5.9875405758139095
3922,-5.822791178590705
3932,-5.699888536219078
3933,-5.637609434059414
3947,-5.586211723566521
3949,-5.632673143580178
3950,-5.696178180169227
3963,-5.614937394115259
3969,-5.59495315870663
3972,-5.467347202855308
3974,-5.483317538124538
3976,-5.442278930073371
3981,-5.37346229787363
3984,-5.427704853278556
3985,-5.357453237389564
3996,-5.412258135507727
4004,-5.536568032319337
4005,-5.588679234835581
4008,-5.559394214047643
4011,-5.799155541695654
4012,-5.903314232225966
4013,-5.793459881144372
4024,-5.660402353882091
4027,-5.6940068766634795
4031,-5.715053889754927
4038,-5.678029089631309
4042,-5.672591540733265
4055,-5.8841534601015155
4060,-5.679789444351627
4068,-5.693749723763176
4075,-5.764280048511864
4077,-5.669354267112794
4085,-5.72825960382761
4093,-5.968759587034583
4100,-5.793647460941429
4115,-5.709685227222508
4117,-5.787180269679084
4122,-5.736123509719619
4123,-5.711409674098832
4126,-5.736517534409359
4135,-5.848831701619929
4153,-5.900626122158428
4157,-5.900626122158428
4186,-5.805329191334749
4189,-6.028170115168905
4196,-5.984427319512179
4204,-5.846640466967074
4207,-5.693689185383846
4218,-5.6642804906878155
4221,-5.545134602652979
4234,-5.74016009836123
4240,-5.523148831809522
4271,-5.722320864719222
4279,-5.670807956208591
4284,-5.763205080973421
4289,-5.847113767144037
4298,-5.809549846177106
4303,-5.708508272422478
4304,-5.616130441463611
4318,-5.59940595559965
4319,-5.4430736997346685
4336,-5.516520160017535
4347,-5.695681143504771
4361,-5.694537940424198
4370,-5.647580212789762
4380,-5.461942344871204
4385,-5.423030593745352
4395,-5.410886083926016
4396,-5.342237854882114
4409,-5.378293419729744
4425,-5.410993457273435
4426,-5.554087394695671
4431,-5.694847179780481
4442,-6.008900683365937
4469,-6.26917663306449
4487,-6.363019563545095
4500,-6.123686875380372
4504,-6.335830717882345
4518,-6.0856387710082345
4520,-6.043913820354646
4526,-5.9227311915346945
4528,-5.80888338981822
4530,-6.2990259768557735
4531,-6.287940782189253
4550,-6.328543812698626
4551,-6.2699397198121005
4556,-6.469334797810006
4570,-6.251863528035756
4572,-6.100939812178694
4585,-6.071401636083465
4586,-6.062781793636532
4595,-5.78874289725718
4602,-5.927531788980559
4603,-5.989680634054821
4615,-6.021865409686143
4625,-5.9141584871431405
4646,-6.104705185749481
4652,-6.012548518498079
4657,-5.915643347150763
4664,-6.0458867839115555
4670,-6.137206302948471
4680,-6.190241417109064
4687,-5.964166139125155
4709,-6.091969013585185
4718,-5.968333222826914
4725,-5.964312195308594
4730,-5.925557274542371
4735,-6.0148949850809
4736,-6.062001497208257
4743,-5.848038313968573
4747,-5.822966699768585
4760,-5.719335479603615
4764,-5.67435932717126
4773,-5.777199874413782
4775,-5.9339712796136155
4777,-5.873155225133814
4784,-5.805961598380236
4821,-5.693035702042835
4827,-5.628170591138769
4848,-5.653059685926564
4858,-5.7112265111318266
4861,-5.396839571483724
4862,-5.481407599625527
4873,-5.59501143882153
4874,-5.572573325000121
4875,-5.283136776546598
4884,-5.192749486064713
4887,-5.391531814508198
4895,-5.28365789127929
4902,-5.1953496367168555
4908,-4.784755581491481
4909,-4.892515120041935
4911,-4.842708970278181
4916,-4.960146545719908
4918,-5.148013192148937
4934,-5.141237581759924
4937,-5.08893244142746
4938,-5.161302231372247
4965,-5.1679696873470675
4970,-5.112343732016598
4973,-5.264230388202122
4975,-5.429921251754422
4980,-5.085676967610198
4995,-5.0379886943374
4997,-5.086322910094168
5012,-5.162789525897097
5017,-5.262560042850964
5024,-5.1817759362347715
5034,-5.190998085043248
5035,-5.10235896548329
5041,-4.7830048417672515
5049,-4.777004099385522
5052,-4.649852348931745
5060,-4.845153486247
5066,-4.852128246864595
5074,-4.620736050324922
5077,-4.483962786820484
5087,-4.613017099349236
5098,-4.295426063297782
5103,-4.336700373951317
5105,-4.268204070245702
5113,-4.269994877864519
5118,-4.3839397088231635
5119,-4.371038024470181
5124,-4.663523423772858
5127,-4.510850923539692
5132,-4.482521639733022
5144,-4.523807012461475
5145,-4.469693711485888
5151,-4.439664764515328
5156,-4.478519893964403
5167,-4.2314830716495635
5168,-4.520494036030868
5171,-4.44626011546643
5177,-4.36444594384011
5197,-4.428354589101218
5206,-4.7945806685092975
5223,-4.704442734560871
5233,-4.830108492817089
5238,-4.778621016681427
5239,-4.782807907904498
5240,-4.6309070926654385
5243,-4.886688231417793
5256,-4.780956195289036
5257,-4.873165326862363
5268,-4.740064107525541
5269,-4.731362012778845
5270,-4.719571897188871
5271,-4.62198191713469
5275,-4.477636699331924
5276,-4.429223171930062
5281,-4.704464907186775
5282,-4.384466344141401
5283,-4.370753981249436
5302,-4.3701828505290905
5310,-4.3550957918814674
5316,-4.454990968730272
5317,-4.536420708922378
5330,-4.59354778047782
5331,-4.59354778047782
5341,-4.823620866503916
5342,-4.823620866503916
5345,-4.880354609445931
5347,-4.691678464176221
5350,-4.732966781575669
5354,-4.5868859764086665
5357,-4.4641104872389406
5361,-4.155223283301893
5364,-4.202703406088403
5365,-4.27446669964047
5366,-4.387964409601409
5371,-4.3067954095422465
5375,-4.182683972212544
5379,-4.132764585399855
5387,-4.032465413256432
5388,-4.852228388463118
5393,-4.942806875966198
5400,-4.891915100528422
5426,-5.043667667818227
5428,-5.111277530832012
5432,-4.844869601231039
5435,-4.833553900552943
5446,-4.811649715375097
5463,-4.941483110651461
5464,-4.85519356158693
5468,-4.902042537843954
5469,-4.7359274791087955
5470,-4.8301260253902
5483,-4.830439417823072
5491,-4.566710206025164
5501,-4.419747076030035
5509,-4.6772059462964535
5514,-4.816772970047168
5517,-4.667090441609616
5545,-4.780614785711805
5555,-4.944230665332725
5557,-4.861812939798256
5559,-4.7474937888546265
5574,-4.547053431662789
5580,-4.763462114606227
5582,-4.782654627382726
5583,-4.7450976140316925
5589,-5.03678200932336
5596,-5.09665136834883
5604,-4.919135914042272
5605,-4.89178955105308
5608,-4.791491595471598
5626,-4.515514541326411
5627,-4.348610836717853
5632,-4.447977596984856
5637,-4.609542738329765
5644,-4.4670342026911385
5646,-4.686712697508483
5652,-4.574891521708196
5658,-4.471422090238775
5665,-4.700119142711628
5673,-4.647363023676007
5674,-4.835646655974415
5684,-4.7770069191319635
5688,-4.9298802267694555
5693,-5.007063993172778
5701,-4.891880178121937
5717,-4.5567591729231935
5733,-4.6905235333542805
5740,-4.62755021986959
5757,-4.584630957037007
5777,-4.630669613179634
5796,-4.661940872101695
5805,-4.788582796103583
5811,-4.810135747698951
5816,-4.782231782013696
5828,-4.770190258343064
5835,-4.898692566282989
5838,-4.9167424173610925
5848,-4.848083462511568
5850,-4.874275412199495
5853,-4.885990077571478
5855,-4.852056232521136
5860,-4.613550393893092
5892,-4.699388604891283
5900,-4.760402474268631
5919,-4.766397647326812
5927,-4.843487701011327
5944,-4.834558484344598
5976,-5.022633283158939
5978,-5.010173730832321
5982,-4.959071989320364
5988,-4.867103833392321
6003,-4.840481534338323
6004,-5.01055545791678
6006,-5.206150165409781
6016,-5.196246720490308
6019,-5.196246720490308
6026,-5.1697355180367595
6028,-5.15118370921482
6029,-5.182260039167886
6035,-5.307265448929684
6037,-5.242636298775324
6040,-5.244740830181399
6058,-5.080758330288518
6066,-5.319612576004147
6079,-5.377606993846712
6080,-5.405699355662364
6083,-5.2602259008235706
6085,-5.2712957002804615
6086,-5.2712957002804615
6101,-5.297095953457756
6103,-5.352521308155701
6113,-5.317832485638064
6149,-5.252522270428017
6170,-5.266101029115816
6175,-5.228711387873773
6186,-5.327571073958097
6212,-5.300397338287439
6219,-5.291515365443047
6221,-5.25850381545024
6225,-5.18705731314185
6230,-5.206998401998135
6243,-5.446566984413948
6246,-5.460044111139723
6273,-5.42969683996489
6288,-5.770790289669094
6290,-5.770790289669094
6291,-5.916413989809371
6304,-5.963926034542965
6351,-5.981645901829324
6365,-6.124017316080426
6366,-5.982400771092216
6369,-5.8301094134913
6418,-5.799118297225505
6441,-5.601940771546651
6445,-5.471814315373194
6469,-5.331196970528254
6474,-5.2162344217395
6477,-5.296919354070269
6492,-5.2106081724050455
6513,-5.136557969861315
6540,-5.073602378954092
6545,-5.121952355977555
6556,-5.048602773265884
6557,-5.0227427408099174
6568,-4.893523582100897
6569,-4.9045540877996245
6575,-4.876629588950891
6578,-5.0845601208020526
6596,-5.505227163037489
6609,-5.536722310269397
6625,-5.6358397700496425
6629,-5.80445205601427
6632,-5.805359805672197
6640,-5.815671647866111
6641,-5.364248176229012
6692,-5.590836613158899
6697,-5.33879103048821
6698,-5.248585926634405
6732,-5.330632444736693
6736,-5.3324805248958
6747,-5.310490231830045
6752,-5.414573546004249
6773,-5.348301613546937
6774,-5.226816577902355
6776,-5.21521363924694
6780,-5.212905889900867
6789,-5.176431079806207
6808,-4.998812893329159
6823,-4.99699771223095
6866,-4.791123837650957
6883,-4.878860417356918
6884,-5.0141311219013005
6894,-4.914967691009224
6896,-4.921936099235609
6909,-4.83519492758569
6920,-4.855266331593157
6927,-5.040445110913424
6928,-4.832028085427737
6932,-4.855667427866138
6933,-4.855667427866138
6935,-4.9104709844141325
6945,-4.825852896708966
6958,-4.853720151495509
6972,-5.108150713789655
6984,-5.137318312856223
6988,-5.21622487233617
6995,-5.291385073764104
6996,-5.387247226299223
7019,-5.36680102219907
7032,-5.215756272307772
7041,-5.26491547146361
7061,-5.166725307914021
7063,-5.075660137626983
7070,-5.090952228387323
7103,-5.025662474985438
7104,-5.071844974096166
7109,-5.049297745266813
7112,-5.178599754970492
7127,-5.1464502763337805
7129,-5.286566145830875
7132,-5.007765268630465
7147,-5.013837669965142
7150,-5.024144666851498
7153,-5.015856266298215
7170,-5.139719418402819
7171,-5.1438271469851315
7184,-5.113236050561682
7197,-5.165899386316596
7198,-5.175662423105678
7208,-5.35792383927037
7245,-5.280680967371154
7246,-5.271621595977194
7252,-5.361428151001746
7258,-5.509662617499998
7265,-5.492624909526057
7272,-5.443167342415109
7280,-5.40386821379434
7281,-5.331603916176391
7286,-5.273667662095249
7299,-5.2325609085128235
7300,-5.168013231846999
7307,-5.191195722178236
7309,-5.33086990634547
7316,-5.130595109865681
7325,-5.129479384922888
7334,-5.066929465745488
7343,-5.054424037847639
7345,-5.389154642143694
7346,-5.304008545946999
7369,-5.4431601838550705
7376,-5.492528963197401
7377,-5.465560332253517
7378,-5.440539630137209
7390,-5.45423550385749
7397,-5.483743979362771
7412,-5.3560535677024745
7420,-5.370914359966264
7427,-5.411461128445808
7429,-5.330613748748874
7435,-5.2875599233739194
7458,-5.457758391028619
7467,-5.301506198971765
7482,-5.177277634389611
7483,-5.169898788488354
7485,-5.1106299394668895
7502,-4.88856781353752
7507,-4.812308418440807
7516,-4.947181077001005
7519,-4.908251177093916
7537,-4.998819876091147
7548,-5.173299293655873
7555,-5.1889206142222974
7568,-4.886209295462322
7569,-4.906458202014619
7580,-4.80128066485122
7584,-4.78776707936413
7594,-4.724974785593076
7599,-4.688073047869693
7601,-4.554804171748401
7619,-4.671416755001701
7622,-4.677439750932535
7624,-4.63171431146111
7626,-4.930991472523601
7652,-4.876365407562844
7653,-5.004823219333048
7660,-4.987729970351211
7664,-4.9628591726796
7669,-4.855175393506215
7684,-4.924108723560494
7686,-4.899322869809112
7705,-5.0115159512461105
7708,-5.093068483587558
7709,-5.136188842592674
7722,-5.1195337509780074
7732,-4.985292661178391
7737,-4.703350497755309
7741,-4.8039035576657625
7746,-4.923034112787718
7750,-4.925867597532488
7754,-4.974867591437942
7756,-4.896831781457877
7758,-4.937680202983756
7766,-4.951662814433803
7775,-5.064091470718267
7779,-4.88711013970169
7781,-4.778098995717301
7783,-4.685985759806499
7817,-4.808470331619901
7822,-4.590027536036359
7825,-4.434128580272954
7829,-4.5517887507376145
7837,-4.327750612639647
7853,-4.798388892195362
7857,-4.923929235814285
7859,-4.696387301781215
7863,-4.469931915657071
7864,-4.473423722494772
7875,-4.4663101676160295
7887,-4.372996127924125
7891,-4.30233819775458
7899,-4.362220301012712
7900,-4.091022892083856
7916,-4.280959034113039
7918,-4.280959034113039
7922,-4.329678846028401
7927,-4.343225262437045
7928,-4.4255272715709
7952,-4.418009178523789
7953,-4.5116070760304865
7985,-4.497075264240266
7992,-4.597128424757102
7993,-4.65639800707504
8000,-4.365478587329562
8004,-4.366557004424976
8013,-4.437778972511296
8014,-4.435484756260848
8026,-4.5907185194628255
8032,-4.316182377249788
8048,-4.609783066385717
8062,-4.5060607918967435
8098,-4.353224010264967
8116,-4.406839115177718
8125,-4.4075615869915055
8135,-4.669200537329743
8149,-4.687328962510946
8157,-4.676766619140835
8171,-4.88436790308333
8173,-4.725551509673096
8182,-4.938020767076523
8185,-4.93667436177202
8187,-4.89401127711244
8201,-4.935024138165318
8215,-4.7398071738025465
8237,-4.871294431628485
8256,-4.846115756354266
8264,-4.7639643753100245
8278,-4.95991006636541
8288,-5.005212660322286
8297,-5.010646285169059
8300,-5.1666025409176655
8322,-5.126957758864592
8331,-4.964174971664761
8333,-4.90226533567693
8335,-4.668551668310101
8339,-4.590035243523744
8353,-4.62303313157463
8356,-4.85224204806218
8365,-4.801854206925782
8380,-4.682263733964646
8391,-4.677201496397174
8393,-4.704758603245864
8402,-4.836293380394636
8409,-5.117338554573507
8428,-5.172423737574718
8429,-5.221960053906514
8438,-5.4486437210434815
8462,-5.497614713240182
8468,-5.349689562473941
8484,-5.240857005625003
8491,-5.263904356510466
8530,-5.338131174015871
8536,-5.314547813894023
8543,-5.284595494627865
8558,-5.09186919959393
8574,-4.858868769460969
8578,-4.91140500615802
8591,-5.055407295403711
8593,-5.16076187373983
8640,-5.099974190037756
8653,-5.056669442379643
8656,-4.960067624811927
8659,-4.989526216158993
8669,-4.952905245212605
8687,-4.948665372849064
8690,-4.975554363063566
8691,-4.975554363063566
8698,-5.126895157929539
8704,-5.281027634795464
8723,-4.993016071166494
8734,-5.294001387326716
8740,-5.320508801389224
8743,-5.3918643583783705
8753,-5.279454473038641
8773,-5.125632046088867
8776,-4.99418099988543
8800,-4.740145524694526
8831,-5.057827113283565
8839,-5.056725581151113
8841,-5.118260869592632
8842,-5.132415819178277
8845,-5.14502704959159
8862,-5.273634393412067
8864,-5.274481738830218
8881,-5.382964497664943
8886,-5.377371879985731
8890,-5.299838240509416
8891,-5.196733416414645
8894,-5.152060735897976
8899,-5.218253850056499
8901,-5.3465830715576885
8903,-5.3497569407118135
8908,-5.389914297578798
8914,-5.10083332483191
8932,-4.840508428995236
8939,-4.820941419307928
8948,-4.847259485137329
8950,-4.8772987163683865
8953,-5.045279740123078
8956,-5.27490223107452
8961,-5.4996059166915074
8971,-5.507441424455465
8976,-5.49359281548459
8978,-5.4821749339971575
9003,-5.5691184152710775
9021,-5.5110454181049136
9032,-5.498713627079269
9043,-5.683473766359384
9063,-5.655002762792719
9072,-5.68924398172021
9088,-5.7119954801673885
9111,-5.621508365838963
9113,-5.8398839352303185
9115,-5.836431299896503
9122,-5.944357806340122
9124,-6.004206348559819
9127,-5.985656852339162
9167,-5.942528715309891
9169,-5.990849272835476
9170,-5.990849272835476
9196,-6.404019309960859
9214,-6.3996622149170435
9215,-6.3996622149170435
9222,-6.321295847370493
9229,-6.083185894349299
9230,-6.120047482931113
9253,-6.1280912055808585
